location,year,age,sex,mx,cause,prev
Republic of Korea,1995,39,Male,0.00324777,Stomach cancer,0
Republic of Korea,1995,39,Female,0.0012684,Seborrhoeic dermatitis,7.857537394429e-4
Republic of Korea,1995,39,Female,0.0012684,Stomach cancer,0
Republic of Korea,1995,40,Male,0.00367606,Seborrhoeic dermatitis,6.12341119023908e-4
Republic of Korea,1995,40,Male,0.00367606,Stomach cancer,8.472408815847263e-6
Republic of Korea,1995,40,Female,0.00140951,Seborrhoeic dermatitis,7.857537394429e-4
Republic of Korea,1995,40,Female,0.00140951,Stomach cancer,6.582222338429466e-6
Republic of Korea,1995,41,Male,0.00416815,Seborrhoeic dermatitis,6.12341119023908e-4
Republic of Korea,1995,41,Male,0.00416815,Stomach cancer,8.472408815847263e-6
Republic of Korea,1995,41,Female,0.00157854,Seborrhoeic dermatitis,7.857537394429e-4
Republic of Korea,1995,41,Female,0.00157854,Stomach cancer,6.582222338429466e-6
Republic of Korea,1995,42,Male,0.00473746,Seborrhoeic dermatitis,6.12341119023908e-4
Republic of Korea,1995,42,Male,0.00473746,Stomach cancer,8.472408815847263e-6
Republic of Korea,1995,42,Female,0.00177876,Seborrhoeic dermatitis,7.857537394429e-4
Republic of Korea,1995,42,Female,0.00177876,Stomach cancer,6.582222338429466e-6
Republic of Korea,1995,43,Male,0.0053865,Seborrhoeic dermatitis,6.12341119023908e-4
Republic of Korea,1995,43,Male,0.0053865,Stomach cancer,8.472408815847263e-6
Republic of Korea,1995,43,Female,0.00201321,Seborrhoeic dermatitis,7.857537394429e-4
Republic of Korea,1995,43,Female,0.00201321,Stomach cancer,6.582222338429466e-6
Republic of Korea,1995,44,Male,0.00611598,Seborrhoeic dermatitis,5.87104434460286e-4
Republic of Korea,1995,44,Male,0.00611598,Stomach cancer,8.472408815847263e-6
Republic of Korea,1995,44,Female,0.00228279,Seborrhoeic dermatitis,7.46797182050822e-4
Republic of Korea,1995,44,Female,0.00228279,Stomach cancer,6.582222338429466e-6
Republic of Korea,1995,45,Male,0.00702199,Seborrhoeic dermatitis,5.87104434460286e-4
Republic of Korea,1995,45,Male,0.00702199,Stomach cancer,1.9069719597160576e-5
Republic of Korea,1995,45,Female,0.00261535,Seborrhoeic dermatitis,7.46797182050822e-4
Republic of Korea,1995,45,Female,0.00261535,Stomach cancer,2.166712818688e-5
Republic of Korea,1995,46,Male,0.00765436,Seborrhoeic dermatitis,5.87104434460286e-4
Republic of Korea,1995,46,Male,0.00765436,Stomach cancer,1.9069719597160576e-5
Republic of Korea,1995,46,Female,0.00302488,Seborrhoeic dermatitis,7.46797182050822e-4
Republic of Korea,1995,46,Female,0.00302488,Stomach cancer,2.166712818688e-5
Republic of Korea,1995,47,Male,0.0074329,Seborrhoeic dermatitis,5.87104434460286e-4
Republic of Korea,1995,47,Male,0.0074329,Stomach cancer,1.9069719597160576e-5
Republic of Korea,1995,47,Female,0.00287642,Seborrhoeic dermatitis,7.46797182050822e-4
Republic of Korea,1995,47,Female,0.00287642,Stomach cancer,2.166712818688e-5
Republic of Korea,1995,48,Male,0.00748498,Seborrhoeic dermatitis,5.87104434460286e-4
Republic of Korea,1995,48,Male,0.00748498,Stomach cancer,1.9069719597160576e-5
Republic of Korea,1995,48,Female,0.00281887,Seborrhoeic dermatitis,7.46797182050822e-4
Republic of Korea,1995,48,Female,0.00281887,Stomach cancer,2.166712818688e-5
Republic of Korea,1995,49,Male,0.00777309,Seborrhoeic dermatitis,5.67142437673906e-4
Republic of Korea,1995,49,Male,0.00777309,Stomach cancer,1.9069719597160576e-5
Republic of Korea,1995,49,Female,0.00285074,Seborrhoeic dermatitis,6.97716001367052e-4
Republic of Korea,1995,49,Female,0.00285074,Stomach cancer,2.166712818688e-5
Republic of Korea,1995,50,Male,0.00827621,Seborrhoeic dermatitis,5.67142437673906e-4
Republic of Korea,1995,50,Male,0.00827621,Stomach cancer,4.869201548863e-5
Republic of Korea,1995,50,Female,0.00296631,Seborrhoeic dermatitis,6.97716001367052e-4
Republic of Korea,1995,50,Female,0.00296631,Stomach cancer,5.370463443852e-5
Republic of Korea,1995,51,Male,0.00898084,Seborrhoeic dermatitis,5.67142437673906e-4
Republic of Korea,1995,51,Male,0.00898084,Stomach cancer,4.869201548863e-5
Republic of Korea,1995,51,Female,0.00315638,Seborrhoeic dermatitis,6.97716001367052e-4
Republic of Korea,1995,51,Female,0.00315638,Stomach cancer,5.370463443852e-5
Republic of Korea,1995,52,Male,0.0098643,Seborrhoeic dermatitis,5.67142437673906e-4
Republic of Korea,1995,52,Male,0.0098643,Stomach cancer,4.869201548863e-5
Republic of Korea,1995,52,Female,0.00341097,Seborrhoeic dermatitis,6.97716001367052e-4
Republic of Korea,1995,52,Female,0.00341097,Stomach cancer,5.370463443852e-5
Republic of Korea,1995,53,Male,0.01089055,Seborrhoeic dermatitis,5.67142437673906e-4
Republic of Korea,1995,53,Male,0.01089055,Stomach cancer,4.869201548863e-5
Republic of Korea,1995,53,Female,0.0037187,Seborrhoeic dermatitis,6.97716001367052e-4
Republic of Korea,1995,53,Female,0.0037187,Stomach cancer,5.370463443852e-5
Republic of Korea,1995,54,Male,0.01199937,Seborrhoeic dermatitis,6.10365524057386e-4
Republic of Korea,1995,54,Male,0.01199937,Stomach cancer,4.869201548863e-5
Republic of Korea,1995,54,Female,0.00406757,Seborrhoeic dermatitis,7.10532618943424e-4
Republic of Korea,1995,54,Female,0.00406757,Stomach cancer,5.370463443852e-5
Republic of Korea,1995,55,Male,0.01313107,Seborrhoeic dermatitis,6.10365524057386e-4
Republic of Korea,1995,55,Male,0.01313107,Stomach cancer,1.0903239397801201e-4
Republic of Korea,1995,55,Female,0.0044488,Seborrhoeic dermatitis,7.10532618943424e-4
Republic of Korea,1995,55,Female,0.0044488,Stomach cancer,8.4695000652846e-5
Republic of Korea,1995,56,Male,0.01425127,Seborrhoeic dermatitis,6.10365524057386e-4
Republic of Korea,1995,56,Male,0.01425127,Stomach cancer,1.0903239397801201e-4
Republic of Korea,1995,56,Female,0.00486232,Seborrhoeic dermatitis,7.10532618943424e-4
Republic of Korea,1995,56,Female,0.00486232,Stomach cancer,8.4695000652846e-5
Republic of Korea,1995,57,Male,0.01534694,Seborrhoeic dermatitis,6.10365524057386e-4
Republic of Korea,1995,57,Male,0.01534694,Stomach cancer,1.0903239397801201e-4
Republic of Korea,1995,57,Female,0.00531393,Seborrhoeic dermatitis,7.10532618943424e-4
Republic of Korea,1995,57,Female,0.00531393,Stomach cancer,8.4695000652846e-5
Republic of Korea,1995,58,Male,0.01644532,Seborrhoeic dermatitis,6.10365524057386e-4
Republic of Korea,1995,58,Male,0.01644532,Stomach cancer,1.0903239397801201e-4
Republic of Korea,1995,58,Female,0.00581486,Seborrhoeic dermatitis,7.10532618943424e-4
Republic of Korea,1995,58,Female,0.00581486,Stomach cancer,8.4695000652846e-5
Republic of Korea,1995,59,Male,0.01759852,Seborrhoeic dermatitis,6.78265835351726e-4
Republic of Korea,1995,59,Male,0.01759852,Stomach cancer,1.0903239397801201e-4
Republic of Korea,1995,59,Female,0.00638309,Seborrhoeic dermatitis,7.24246933204724e-4
Republic of Korea,1995,59,Female,0.00638309,Stomach cancer,8.4695000652846e-5
Republic of Korea,1995,60,Male,0.01887769,Seborrhoeic dermatitis,6.78265835351726e-4
Republic of Korea,1995,60,Male,0.01887769,Stomach cancer,1.62212295623286e-4
Republic of Korea,1995,60,Female,0.0070391,Seborrhoeic dermatitis,7.24246933204724e-4
Republic of Korea,1995,60,Female,0.0070391,Stomach cancer,9.9831950882938e-5
Republic of Korea,1995,61,Male,0.02036914,Seborrhoeic dermatitis,6.78265835351726e-4
Republic of Korea,1995,61,Male,0.02036914,Stomach cancer,1.62212295623286e-4
Republic of Korea,1995,61,Female,0.00780974,Seborrhoeic dermatitis,7.24246933204724e-4
Republic of Korea,1995,61,Female,0.00780974,Stomach cancer,9.9831950882938e-5
Republic of Korea,1995,62,Male,0.02214361,Seborrhoeic dermatitis,6.78265835351726e-4
Republic of Korea,1995,62,Male,0.02214361,Stomach cancer,1.62212295623286e-4
Republic of Korea,1995,62,Female,0.00872101,Seborrhoeic dermatitis,7.24246933204724e-4
Republic of Korea,1995,62,Female,0.00872101,Stomach cancer,9.9831950882938e-5
Republic of Korea,1995,63,Male,0.02425055,Seborrhoeic dermatitis,6.78265835351726e-4
Republic of Korea,1995,63,Male,0.02425055,Stomach cancer,1.62212295623286e-4
Republic of Korea,1995,63,Female,0.00979142,Seborrhoeic dermatitis,7.24246933204724e-4
Republic of Korea,1995,63,Female,0.00979142,Stomach cancer,9.9831950882938e-5
Republic of Korea,1995,64,Male,0.02668278,Seborrhoeic dermatitis,8.28359128910346e-4
Republic of Korea,1995,64,Male,0.02668278,Stomach cancer,1.62212295623286e-4
Republic of Korea,1995,64,Female,0.01102772,Seborrhoeic dermatitis,7.878567790328859e-4
Republic of Korea,1995,64,Female,0.01102772,Stomach cancer,9.9831950882938e-5
Republic of Korea,1995,65,Male,0.02937348,Seborrhoeic dermatitis,8.28359128910346e-4
Republic of Korea,1995,65,Male,0.02937348,Stomach cancer,3.2495497175342e-4
Republic of Korea,1995,65,Female,0.01241263,Seborrhoeic dermatitis,7.878567790328859e-4
Republic of Korea,1995,65,Female,0.01241263,Stomach cancer,1.2975154797951802e-4
Republic of Korea,1995,66,Male,0.0322586,Seborrhoeic dermatitis,8.28359128910346e-4
Republic of Korea,1995,66,Male,0.0322586,Stomach cancer,3.2495497175342e-4
Republic of Korea,1995,66,Female,0.01392307,Seborrhoeic dermatitis,7.878567790328859e-4
Republic of Korea,1995,66,Female,0.01392307,Stomach cancer,1.2975154797951802e-4
Republic of Korea,1995,67,Male,0.03527772,Seborrhoeic dermatitis,8.28359128910346e-4
Republic of Korea,1995,67,Male,0.03527772,Stomach cancer,3.2495497175342e-4
Republic of Korea,1995,67,Female,0.01554283,Seborrhoeic dermatitis,7.878567790328859e-4
Republic of Korea,1995,67,Female,0.01554283,Stomach cancer,1.2975154797951802e-4
Republic of Korea,1995,68,Male,0.03839884,Seborrhoeic dermatitis,8.28359128910346e-4
Republic of Korea,1995,68,Male,0.03839884,Stomach cancer,3.2495497175342e-4
Republic of Korea,1995,68,Female,0.01727022,Seborrhoeic dermatitis,7.878567790328859e-4
Republic of Korea,1995,68,Female,0.01727022,Stomach cancer,1.2975154797951802e-4
Republic of Korea,1995,69,Male,0.04170426,Seborrhoeic dermatitis,0.0012676199614089678
Republic of Korea,1995,69,Male,0.04170426,Stomach cancer,3.2495497175342e-4
Republic of Korea,1995,69,Female,0.01915766,Seborrhoeic dermatitis,0.001076942491114648
Republic of Korea,1995,69,Female,0.01915766,Stomach cancer,1.2975154797951802e-4
Republic of Korea,1995,70,Male,0.0453767,Seborrhoeic dermatitis,0.0012676199614089678
Republic of Korea,1995,70,Male,0.0453767,Stomach cancer,4.89481168134656e-4
Republic of Korea,1995,70,Female,0.02131688,Seborrhoeic dermatitis,0.001076942491114648
Republic of Korea,1995,70,Female,0.02131688,Stomach cancer,1.84080969773136e-4
Republic of Korea,1995,71,Male,0.04960357,Seborrhoeic dermatitis,0.0012676199614089678
Republic of Korea,1995,71,Male,0.04960357,Stomach cancer,4.89481168134656e-4
Republic of Korea,1995,71,Female,0.02392211,Seborrhoeic dermatitis,0.001076942491114648
Republic of Korea,1995,71,Female,0.02392211,Stomach cancer,1.84080969773136e-4
Republic of Korea,1995,72,Male,0.05440274,Seborrhoeic dermatitis,0.0012676199614089678
Republic of Korea,1995,72,Male,0.05440274,Stomach cancer,4.89481168134656e-4
Republic of Korea,1995,72,Female,0.02704876,Seborrhoeic dermatitis,0.001076942491114648
Republic of Korea,1995,72,Female,0.02704876,Stomach cancer,1.84080969773136e-4
Republic of Korea,1995,73,Male,0.0599284,Seborrhoeic dermatitis,0.0012676199614089678
Republic of Korea,1995,73,Male,0.0599284,Stomach cancer,4.89481168134656e-4
Republic of Korea,1995,73,Female,0.03081357,Seborrhoeic dermatitis,0.001076942491114648
Republic of Korea,1995,73,Female,0.03081357,Stomach cancer,1.84080969773136e-4
Republic of Korea,1995,74,Male,0.06630738,Seborrhoeic dermatitis,0.00160481992899843
Republic of Korea,1995,74,Male,0.06630738,Stomach cancer,4.89481168134656e-4
Republic of Korea,1995,74,Female,0.03528225,Seborrhoeic dermatitis,0.001214891546149042
Republic of Korea,1995,74,Female,0.03528225,Stomach cancer,1.84080969773136e-4
Republic of Korea,1995,75,Male,0.07372177,Seborrhoeic dermatitis,0.00160481992899843
Republic of Korea,1995,75,Male,0.07372177,Stomach cancer,8.69311353524224e-4
Republic of Korea,1995,75,Female,0.04045523,Seborrhoeic dermatitis,0.001214891546149042
Republic of Korea,1995,75,Female,0.04045523,Stomach cancer,2.50823612373848e-4
Republic of Korea,1995,76,Male,0.0822793,Seborrhoeic dermatitis,0.00160481992899843
Republic of Korea,1995,76,Male,0.0822793,Stomach cancer,8.69311353524224e-4
Republic of Korea,1995,76,Female,0.04617067,Seborrhoeic dermatitis,0.001214891546149042
Republic of Korea,1995,76,Female,0.04617067,Stomach cancer,2.50823612373848e-4
Republic of Korea,1995,77,Male,0.0919446,Seborrhoeic dermatitis,0.00160481992899843
Republic of Korea,1995,77,Male,0.0919446,Stomach cancer,8.69311353524224e-4
Republic of Korea,1995,77,Female,0.05207731,Seborrhoeic dermatitis,0.001214891546149042
Republic of Korea,1995,77,Female,0.05207731,Stomach cancer,2.50823612373848e-4
Republic of Korea,1995,78,Male,0.10264339,Seborrhoeic dermatitis,0.00160481992899843
Republic of Korea,1995,78,Male,0.10264339,Stomach cancer,8.69311353524224e-4
Republic of Korea,1995,78,Female,0.05789162,Seborrhoeic dermatitis,0.001214891546149042
Republic of Korea,1995,78,Female,0.05789162,Stomach cancer,2.50823612373848e-4
Republic of Korea,1995,79,Male,0.11433672,Seborrhoeic dermatitis,0.0018568355850408541
Republic of Korea,1995,79,Male,0.11433672,Stomach cancer,8.69311353524224e-4
Republic of Korea,1995,79,Female,0.06348031,Seborrhoeic dermatitis,0.001286643088822868
Republic of Korea,1995,79,Female,0.06348031,Stomach cancer,2.50823612373848e-4
Republic of Korea,1995,80,Male,0.12707323,Seborrhoeic dermatitis,0.0018568355850408541
Republic of Korea,1995,80,Male,0.12707323,Stomach cancer,0.001274453901981912
Republic of Korea,1995,80,Female,0.06903451,Seborrhoeic dermatitis,0.001286643088822868
Republic of Korea,1995,80,Female,0.06903451,Stomach cancer,3.582762093322e-4
Republic of Korea,1995,81,Male,0.14078118,Seborrhoeic dermatitis,0.0018568355850408541
Republic of Korea,1995,81,Male,0.14078118,Stomach cancer,0.001274453901981912
Republic of Korea,1995,81,Female,0.07481464,Seborrhoeic dermatitis,0.001286643088822868
Republic of Korea,1995,81,Female,0.07481464,Stomach cancer,3.582762093322e-4
Republic of Korea,1995,82,Male,0.15534225,Seborrhoeic dermatitis,0.0018568355850408541
Republic of Korea,1995,82,Male,0.15534225,Stomach cancer,0.001274453901981912
Republic of Korea,1995,82,Female,0.08117882,Seborrhoeic dermatitis,0.001286643088822868
Republic of Korea,1995,82,Female,0.08117882,Stomach cancer,3.582762093322e-4
Republic of Korea,1995,83,Male,0.17064234,Seborrhoeic dermatitis,0.0018568355850408541
Republic of Korea,1995,83,Male,0.17064234,Stomach cancer,0.001274453901981912
Republic of Korea,1995,83,Female,0.08838206,Seborrhoeic dermatitis,0.001286643088822868
Republic of Korea,1995,83,Female,0.08838206,Stomach cancer,3.582762093322e-4
Republic of Korea,1995,84,Male,0.1866149,Seborrhoeic dermatitis,0
Republic of Korea,1995,84,Male,0.1866149,Stomach cancer,0.001274453901981912
Republic of Korea,1995,84,Female,0.09652742,Seborrhoeic dermatitis,0
Republic of Korea,1995,84,Female,0.09652742,Stomach cancer,3.582762093322e-4
Republic of Korea,1995,85,Male,0.20328082,Seborrhoeic dermatitis,0.001977997115498592
Republic of Korea,1995,85,Male,0.20328082,Stomach cancer,0.0017008716700365179
Republic of Korea,1995,85,Female,0.10571171,Seborrhoeic dermatitis,0.00131147158309396
Republic of Korea,1995,85,Female,0.10571171,Stomach cancer,5.15506551413322e-4
Republic of Korea,1995,86,Male,0.22086716,Seborrhoeic dermatitis,0.001977997115498592
Republic of Korea,1995,86,Male,0.22086716,Stomach cancer,0.0017008716700365179
Republic of Korea,1995,86,Female,0.1158065,Seborrhoeic dermatitis,0.00131147158309396
Republic of Korea,1995,86,Female,0.1158065,Stomach cancer,5.15506551413322e-4
Republic of Korea,1995,87,Male,0.23997452,Seborrhoeic dermatitis,0.001977997115498592
Republic of Korea,1995,87,Male,0.23997452,Stomach cancer,0.0017008716700365179
Republic of Korea,1995,87,Female,0.12666843,Seborrhoeic dermatitis,0.00131147158309396
Republic of Korea,1995,87,Female,0.12666843,Stomach cancer,5.15506551413322e-4
Republic of Korea,1995,88,Male,0.26131488,Seborrhoeic dermatitis,0.001977997115498592
Republic of Korea,1995,88,Male,0.26131488,Stomach cancer,0.0017008716700365179
Republic of Korea,1995,88,Female,0.13813963,Seborrhoeic dermatitis,0.00131147158309396
Republic of Korea,1995,88,Female,0.13813963,Stomach cancer,5.15506551413322e-4
Republic of Korea,1995,89,Male,0.28549066,Seborrhoeic dermatitis,0.001977997115498592
Republic of Korea,1995,89,Male,0.28549066,Stomach cancer,0.0017008716700365179
Republic of Korea,1995,89,Female,0.15029516,Seborrhoeic dermatitis,0.00131147158309396
Republic of Korea,1995,89,Female,0.15029516,Stomach cancer,5.15506551413322e-4
Republic of Korea,1995,90,Male,0.31309823,Seborrhoeic dermatitis,0.0019149579239699961
Republic of Korea,1995,90,Male,0.31309823,Stomach cancer,0.002207450212240808
Republic of Korea,1995,90,Female,0.16346171,Seborrhoeic dermatitis,0.001290882870958406
Republic of Korea,1995,90,Female,0.16346171,Stomach cancer,7.12566825026716e-4
Republic of Korea,1995,91,Male,0.34430473,Seborrhoeic dermatitis,0.0019149579239699961
Republic of Korea,1995,91,Male,0.34430473,Stomach cancer,0.002207450212240808
Republic of Korea,1995,91,Female,0.17806413,Seborrhoeic dermatitis,0.001290882870958406
Republic of Korea,1995,91,Female,0.17806413,Stomach cancer,7.12566825026716e-4
Republic of Korea,1995,92,Male,0.37861274,Seborrhoeic dermatitis,0.0019149579239699961
Republic of Korea,1995,92,Male,0.37861274,Stomach cancer,0.002207450212240808
Republic of Korea,1995,92,Female,0.19433189,Seborrhoeic dermatitis,0.001290882870958406
Republic of Korea,1995,92,Female,0.19433189,Stomach cancer,7.12566825026716e-4
Republic of Korea,1995,93,Male,0.41573121,Seborrhoeic dermatitis,0.0019149579239699961
Republic of Korea,1995,93,Male,0.41573121,Stomach cancer,0.002207450212240808
Republic of Korea,1995,93,Female,0.21240209,Seborrhoeic dermatitis,0.001290882870958406
Republic of Korea,1995,93,Female,0.21240209,Stomach cancer,7.12566825026716e-4
Republic of Korea,1995,94,Male,0.45490929,Seborrhoeic dermatitis,0.0019149579239699961
Republic of Korea,1995,94,Male,0.45490929,Stomach cancer,0.002207450212240808
Republic of Korea,1995,94,Female,0.23277415,Seborrhoeic dermatitis,0.001290882870958406
Republic of Korea,1995,94,Female,0.23277415,Stomach cancer,7.12566825026716e-4
Republic of Korea,1995,95,Male,0.47822032,Seborrhoeic dermatitis,0.0017555745557112361
Republic of Korea,1995,95,Male,0.47822032,Stomach cancer,0.0025389157945367
Republic of Korea,1995,95,Female,0.25042457,Seborrhoeic dermatitis,0.001240725666430918
Republic of Korea,1995,95,Female,0.25042457,Stomach cancer,9.643237229839721e-4
Republic of Korea,1995,96,Male,0.5112513,Seborrhoeic dermatitis,0.0017555745557112361
Republic of Korea,1995,96,Male,0.5112513,Stomach cancer,0.0025389157945367
Republic of Korea,1995,96,Female,0.27060037,Seborrhoeic dermatitis,0.001240725666430918
Republic of Korea,1995,96,Female,0.27060037,Stomach cancer,9.643237229839721e-4
Republic of Korea,1995,97,Male,0.54418435,Seborrhoeic dermatitis,0.0017555745557112361
Republic of Korea,1995,97,Male,0.54418435,Stomach cancer,0.0025389157945367
Republic of Korea,1995,97,Female,0.29176898,Seborrhoeic dermatitis,0.001240725666430918
Republic of Korea,1995,97,Female,0.29176898,Stomach cancer,9.643237229839721e-4
Republic of Korea,1995,98,Male,0.57673551,Seborrhoeic dermatitis,0.0017555745557112361
Republic of Korea,1995,98,Male,0.57673551,Stomach cancer,0.0025389157945367
Republic of Korea,1995,98,Female,0.31388101,Seborrhoeic dermatitis,0.001240725666430918
Republic of Korea,1995,98,Female,0.31388101,Stomach cancer,9.643237229839721e-4
Republic of Korea,1995,99,Male,0.6086339,Seborrhoeic dermatitis,0.0017555745557112361
Republic of Korea,1995,99,Male,0.6086339,Stomach cancer,0.0025389157945367
Republic of Korea,1995,99,Female,0.33687177,Seborrhoeic dermatitis,0.001240725666430918
Republic of Korea,1995,99,Female,0.33687177,Stomach cancer,9.643237229839721e-4
Republic of Korea,1995,100,Male,0.66638186,Seborrhoeic dermatitis,0.001486558992606196
Republic of Korea,1995,100,Male,0.66638186,Stomach cancer,0.002329206448474726
Republic of Korea,1995,100,Female,0.40407652,Seborrhoeic dermatitis,0.00108946596794472
Republic of Korea,1995,100,Female,0.40407652,Stomach cancer,0.001049831691256622
Republic of Korea,1996,0,Male,0.00907064,Seborrhoeic dermatitis,0.001884083938744282
Republic of Korea,1996,0,Male,0.00907064,Stomach cancer,0
Republic of Korea,1996,0,Female,0.0078053,Seborrhoeic dermatitis,0.001273002651829072
Republic of Korea,1996,0,Female,0.0078053,Stomach cancer,0
Republic of Korea,1996,1,Male,4.5413e-4,Seborrhoeic dermatitis,0.001884083938744282
Republic of Korea,1996,1,Male,4.5413e-4,Stomach cancer,0.002120909265868948
Republic of Korea,1996,1,Female,3.8566e-4,Seborrhoeic dermatitis,0.001273002651829072
Republic of Korea,1996,1,Female,3.8566e-4,Stomach cancer,0.001085023211313524
Republic of Korea,1996,2,Male,3.8753e-4,Seborrhoeic dermatitis,0.001884083938744282
Republic of Korea,1996,2,Male,3.8753e-4,Stomach cancer,0.002120909265868948
Republic of Korea,1996,2,Female,3.3402e-4,Seborrhoeic dermatitis,0.001273002651829072
Republic of Korea,1996,2,Female,3.3402e-4,Stomach cancer,0.001085023211313524
Republic of Korea,1996,3,Male,3.4781e-4,Seborrhoeic dermatitis,0.001884083938744282
Republic of Korea,1996,3,Male,3.4781e-4,Stomach cancer,0.002120909265868948
Republic of Korea,1996,3,Female,3.0279e-4,Seborrhoeic dermatitis,0.001273002651829072
Republic of Korea,1996,3,Female,3.0279e-4,Stomach cancer,0.001085023211313524
Republic of Korea,1996,4,Male,3.1842e-4,Seborrhoeic dermatitis,0.001884083938744282
Republic of Korea,1996,4,Male,3.1842e-4,Stomach cancer,0.002120909265868948
Republic of Korea,1996,4,Female,2.8205e-4,Seborrhoeic dermatitis,0.001273002651829072
Republic of Korea,1996,4,Female,2.8205e-4,Stomach cancer,0.001085023211313524
Republic of Korea,1996,5,Male,3.1928e-4,Seborrhoeic dermatitis,4.209666575880025e-4
Republic of Korea,1996,5,Male,3.1928e-4,Stomach cancer,0.002120909265868948
Republic of Korea,1996,5,Female,2.8432e-4,Seborrhoeic dermatitis,4.630000272370125e-4
Republic of Korea,1996,5,Female,2.8432e-4,Stomach cancer,0.001085023211313524
Republic of Korea,1996,6,Male,3.4415e-4,Seborrhoeic dermatitis,4.209666575880025e-4
Republic of Korea,1996,6,Male,3.4415e-4,Stomach cancer,0.0012213087738649601
Republic of Korea,1996,6,Female,3.0393e-4,Seborrhoeic dermatitis,4.630000272370125e-4
Republic of Korea,1996,6,Female,3.0393e-4,Stomach cancer,6.88012028246846e-4
Republic of Korea,1996,7,Male,3.7716e-4,Seborrhoeic dermatitis,4.209666575880025e-4
Republic of Korea,1996,7,Male,3.7716e-4,Stomach cancer,0.0012213087738649601
Republic of Korea,1996,7,Female,3.2876e-4,Seborrhoeic dermatitis,4.630000272370125e-4
Republic of Korea,1996,7,Female,3.2876e-4,Stomach cancer,6.88012028246846e-4
Republic of Korea,1996,8,Male,4.0248e-4,Seborrhoeic dermatitis,4.209666575880025e-4
Republic of Korea,1996,8,Male,4.0248e-4,Stomach cancer,0.0012213087738649601
Republic of Korea,1996,8,Female,3.467e-4,Seborrhoeic dermatitis,4.630000272370125e-4
Republic of Korea,1996,8,Female,3.467e-4,Stomach cancer,6.88012028246846e-4
Republic of Korea,1996,9,Male,4.0432e-4,Seborrhoeic dermatitis,2.6860301921200803e-4
Republic of Korea,1996,9,Male,4.0432e-4,Stomach cancer,0.0012213087738649601
Republic of Korea,1996,9,Female,3.4571e-4,Seborrhoeic dermatitis,3.7029225240627604e-4
Republic of Korea,1996,9,Female,3.4571e-4,Stomach cancer,6.88012028246846e-4
Republic of Korea,1996,10,Male,3.6714e-4,Seborrhoeic dermatitis,2.6860301921200803e-4
Republic of Korea,1996,10,Male,3.6714e-4,Stomach cancer,0.0012213087738649601
Republic of Korea,1996,10,Female,3.139e-4,Seborrhoeic dermatitis,3.7029225240627604e-4
Republic of Korea,1996,10,Female,3.139e-4,Stomach cancer,6.88012028246846e-4
Republic of Korea,1996,11,Male,3.4678e-4,Seborrhoeic dermatitis,2.6860301921200803e-4
Republic of Korea,1996,11,Male,3.4678e-4,Stomach cancer,9.015659025994639e-4
Republic of Korea,1996,11,Female,2.901e-4,Seborrhoeic dermatitis,3.7029225240627604e-4
Republic of Korea,1996,11,Female,2.901e-4,Stomach cancer,5.30811631228044e-4
Republic of Korea,1996,12,Male,3.6186e-4,Seborrhoeic dermatitis,2.6860301921200803e-4
Republic of Korea,1996,12,Male,3.6186e-4,Stomach cancer,9.015659025994639e-4
Republic of Korea,1996,12,Female,2.8723e-4,Seborrhoeic dermatitis,3.7029225240627604e-4
Republic of Korea,1996,12,Female,2.8723e-4,Stomach cancer,5.30811631228044e-4
Republic of Korea,1996,13,Male,3.8623e-4,Seborrhoeic dermatitis,2.6860301921200803e-4
Republic of Korea,1996,13,Male,3.8623e-4,Stomach cancer,9.015659025994639e-4
Republic of Korea,1996,13,Female,2.8398e-4,Seborrhoeic dermatitis,3.7029225240627604e-4
Republic of Korea,1996,13,Female,2.8398e-4,Stomach cancer,5.30811631228044e-4
Republic of Korea,1996,14,Male,4.6449e-4,Seborrhoeic dermatitis,3.9418541600663205e-4
Republic of Korea,1996,14,Male,4.6449e-4,Stomach cancer,9.015659025994639e-4
Republic of Korea,1996,14,Female,3.2362e-4,Seborrhoeic dermatitis,5.485305637598821e-4
Republic of Korea,1996,14,Female,3.2362e-4,Stomach cancer,5.30811631228044e-4
Republic of Korea,1996,15,Male,5.7561e-4,Seborrhoeic dermatitis,3.9418541600663205e-4
Republic of Korea,1996,15,Male,5.7561e-4,Stomach cancer,9.015659025994639e-4
Republic of Korea,1996,15,Female,3.8077e-4,Seborrhoeic dermatitis,5.485305637598821e-4
Republic of Korea,1996,15,Female,3.8077e-4,Stomach cancer,5.30811631228044e-4
Republic of Korea,1996,16,Male,6.6616e-4,Seborrhoeic dermatitis,3.9418541600663205e-4
Republic of Korea,1996,16,Male,6.6616e-4,Stomach cancer,0.001163159170653912
Republic of Korea,1996,16,Female,3.9617e-4,Seborrhoeic dermatitis,5.485305637598821e-4
Republic of Korea,1996,16,Female,3.9617e-4,Stomach cancer,6.4527677779553e-4
Republic of Korea,1996,17,Male,8.1666e-4,Seborrhoeic dermatitis,3.9418541600663205e-4
Republic of Korea,1996,17,Male,8.1666e-4,Stomach cancer,0.001163159170653912
Republic of Korea,1996,17,Female,4.7091e-4,Seborrhoeic dermatitis,5.485305637598821e-4
Republic of Korea,1996,17,Female,4.7091e-4,Stomach cancer,6.4527677779553e-4
Republic of Korea,1996,18,Male,8.9375e-4,Seborrhoeic dermatitis,3.9418541600663205e-4
