location,year,age,sex,mx,cause,prev
Kenya,2004,62,Male,0.03638792,Seborrhoeic dermatitis,8.178738699832081e-4
Kenya,2004,62,Male,0.03638792,Stomach cancer,1.3156626039445001e-4
Kenya,2004,62,Female,0.03109261,Seborrhoeic dermatitis,8.0844694928887e-4
Kenya,2004,62,Female,0.03109261,Stomach cancer,6.6231889588796e-5
Kenya,2004,63,Male,0.03872208,Seborrhoeic dermatitis,8.178738699832081e-4
Kenya,2004,63,Male,0.03872208,Stomach cancer,1.3156626039445001e-4
Kenya,2004,63,Female,0.03333499,Seborrhoeic dermatitis,8.0844694928887e-4
Kenya,2004,63,Female,0.03333499,Stomach cancer,6.6231889588796e-5
Kenya,2004,64,Male,0.04127083,Seborrhoeic dermatitis,8.178738699832081e-4
Kenya,2004,64,Male,0.04127083,Stomach cancer,1.53221897291194e-4
Kenya,2004,64,Female,0.03583256,Seborrhoeic dermatitis,8.0844694928887e-4
Kenya,2004,64,Female,0.03583256,Stomach cancer,8.018400598051799e-5
Kenya,2004,65,Male,0.04403441,Seborrhoeic dermatitis,8.032347696993221e-4
Kenya,2004,65,Male,0.04403441,Stomach cancer,1.53221897291194e-4
Kenya,2004,65,Female,0.0386531,Seborrhoeic dermatitis,8.130262954059841e-4
Kenya,2004,65,Female,0.0386531,Stomach cancer,8.018400598051799e-5
Kenya,2004,66,Male,0.04556884,Seborrhoeic dermatitis,8.032347696993221e-4
Kenya,2004,66,Male,0.04556884,Stomach cancer,1.53221897291194e-4
Kenya,2004,66,Female,0.04027167,Seborrhoeic dermatitis,8.130262954059841e-4
Kenya,2004,66,Female,0.04027167,Stomach cancer,8.018400598051799e-5
Kenya,2004,67,Male,0.04743638,Seborrhoeic dermatitis,8.032347696993221e-4
Kenya,2004,67,Male,0.04743638,Stomach cancer,1.53221897291194e-4
Kenya,2004,67,Female,0.04213912,Seborrhoeic dermatitis,8.130262954059841e-4
Kenya,2004,67,Female,0.04213912,Stomach cancer,8.018400598051799e-5
Kenya,2004,68,Male,0.04963694,Seborrhoeic dermatitis,8.032347696993221e-4
Kenya,2004,68,Male,0.04963694,Stomach cancer,1.53221897291194e-4
Kenya,2004,68,Female,0.04427861,Seborrhoeic dermatitis,8.130262954059841e-4
Kenya,2004,68,Female,0.04427861,Stomach cancer,8.018400598051799e-5
Kenya,2004,69,Male,0.0519261,Seborrhoeic dermatitis,8.032347696993221e-4
Kenya,2004,69,Male,0.0519261,Stomach cancer,1.91175950375196e-4
Kenya,2004,69,Female,0.04649493,Seborrhoeic dermatitis,8.130262954059841e-4
Kenya,2004,69,Female,0.04649493,Stomach cancer,9.448962406570399e-5
Kenya,2004,70,Male,0.0554832,Seborrhoeic dermatitis,0.0011452826124536898
Kenya,2004,70,Male,0.0554832,Stomach cancer,1.91175950375196e-4
Kenya,2004,70,Female,0.04954871,Seborrhoeic dermatitis,0.001158300346525192
Kenya,2004,70,Female,0.04954871,Stomach cancer,9.448962406570399e-5
Kenya,2004,71,Male,0.05766539,Seborrhoeic dermatitis,0.0011452826124536898
Kenya,2004,71,Male,0.05766539,Stomach cancer,1.91175950375196e-4
Kenya,2004,71,Female,0.05165662,Seborrhoeic dermatitis,0.001158300346525192
Kenya,2004,71,Female,0.05165662,Stomach cancer,9.448962406570399e-5
Kenya,2004,72,Male,0.06178356,Seborrhoeic dermatitis,0.0011452826124536898
Kenya,2004,72,Male,0.06178356,Stomach cancer,1.91175950375196e-4
Kenya,2004,72,Female,0.05514565,Seborrhoeic dermatitis,0.001158300346525192
Kenya,2004,72,Female,0.05514565,Stomach cancer,9.448962406570399e-5
Kenya,2004,73,Male,0.06526695,Seborrhoeic dermatitis,0.0011452826124536898
Kenya,2004,73,Male,0.06526695,Stomach cancer,1.91175950375196e-4
Kenya,2004,73,Female,0.05809027,Seborrhoeic dermatitis,0.001158300346525192
Kenya,2004,73,Female,0.05809027,Stomach cancer,9.448962406570399e-5
Kenya,2004,74,Male,0.06929619,Seborrhoeic dermatitis,0.0011452826124536898
Kenya,2004,74,Male,0.06929619,Stomach cancer,1.52687767505328e-4
Kenya,2004,74,Female,0.06142412,Seborrhoeic dermatitis,0.001158300346525192
Kenya,2004,74,Female,0.06142412,Stomach cancer,8.071049777002e-5
Kenya,2004,75,Male,0.07375497,Seborrhoeic dermatitis,0.001411701886159072
Kenya,2004,75,Male,0.07375497,Stomach cancer,1.52687767505328e-4
Kenya,2004,75,Female,0.06500921,Seborrhoeic dermatitis,0.001416475066810084
Kenya,2004,75,Female,0.06500921,Stomach cancer,8.071049777002e-5
Kenya,2004,76,Male,0.07828047,Seborrhoeic dermatitis,0.001411701886159072
Kenya,2004,76,Male,0.07828047,Stomach cancer,1.52687767505328e-4
Kenya,2004,76,Female,0.06822405,Seborrhoeic dermatitis,0.001416475066810084
Kenya,2004,76,Female,0.06822405,Stomach cancer,8.071049777002e-5
Kenya,2004,77,Male,0.08312127,Seborrhoeic dermatitis,0.001411701886159072
Kenya,2004,77,Male,0.08312127,Stomach cancer,1.52687767505328e-4
Kenya,2004,77,Female,0.07146603,Seborrhoeic dermatitis,0.001416475066810084
Kenya,2004,77,Female,0.07146603,Stomach cancer,8.071049777002e-5
Kenya,2004,78,Male,0.08950192,Seborrhoeic dermatitis,0.001411701886159072
Kenya,2004,78,Male,0.08950192,Stomach cancer,1.52687767505328e-4
Kenya,2004,78,Female,0.07606817,Seborrhoeic dermatitis,0.001416475066810084
Kenya,2004,78,Female,0.07606817,Stomach cancer,8.071049777002e-5
Kenya,2004,79,Male,0.09524618,Seborrhoeic dermatitis,0.001411701886159072
Kenya,2004,79,Male,0.09524618,Stomach cancer,0
Kenya,2004,79,Female,0.07928426,Seborrhoeic dermatitis,0.001416475066810084
Kenya,2004,79,Female,0.07928426,Stomach cancer,0
Kenya,2004,80,Male,0.10284164,Seborrhoeic dermatitis,0.0015727836264715761
Kenya,2004,80,Male,0.10284164,Stomach cancer,1.546568922601e-4
Kenya,2004,80,Female,0.08474664,Seborrhoeic dermatitis,0.00158006538052562
Kenya,2004,80,Female,0.08474664,Stomach cancer,9.116919749399801e-5
Kenya,2004,81,Male,0.11054806,Seborrhoeic dermatitis,0.0015727836264715761
Kenya,2004,81,Male,0.11054806,Stomach cancer,1.546568922601e-4
Kenya,2004,81,Female,0.08995602,Seborrhoeic dermatitis,0.00158006538052562
Kenya,2004,81,Female,0.08995602,Stomach cancer,9.116919749399801e-5
Kenya,2004,82,Male,0.12318058,Seborrhoeic dermatitis,0.0015727836264715761
Kenya,2004,82,Male,0.12318058,Stomach cancer,1.546568922601e-4
Kenya,2004,82,Female,0.10140917,Seborrhoeic dermatitis,0.00158006538052562
Kenya,2004,82,Female,0.10140917,Stomach cancer,9.116919749399801e-5
Kenya,2004,83,Male,0.13469717,Seborrhoeic dermatitis,0.0015727836264715761
Kenya,2004,83,Male,0.13469717,Stomach cancer,1.546568922601e-4
Kenya,2004,83,Female,0.11114145,Seborrhoeic dermatitis,0.00158006538052562
Kenya,2004,83,Female,0.11114145,Stomach cancer,9.116919749399801e-5
Kenya,2004,84,Male,0.1484209,Seborrhoeic dermatitis,0.0015727836264715761
Kenya,2004,84,Male,0.1484209,Stomach cancer,1.546568922601e-4
Kenya,2004,84,Female,0.12291125,Seborrhoeic dermatitis,0.00158006538052562
Kenya,2004,84,Female,0.12291125,Stomach cancer,9.116919749399801e-5
Kenya,2004,85,Male,0.16056496,Seborrhoeic dermatitis,0.001619547775348518
Kenya,2004,85,Male,0.16056496,Stomach cancer,1.6958943672273802e-4
Kenya,2004,85,Female,0.13377473,Seborrhoeic dermatitis,0.001625814295149516
Kenya,2004,85,Female,0.13377473,Stomach cancer,9.911791280854401e-5
Kenya,2004,86,Male,0.17512569,Seborrhoeic dermatitis,0.001619547775348518
Kenya,2004,86,Male,0.17512569,Stomach cancer,1.6958943672273802e-4
Kenya,2004,86,Female,0.14564035,Seborrhoeic dermatitis,0.001625814295149516
Kenya,2004,86,Female,0.14564035,Stomach cancer,9.911791280854401e-5
Kenya,2004,87,Male,0.18935339,Seborrhoeic dermatitis,0.001619547775348518
Kenya,2004,87,Male,0.18935339,Stomach cancer,1.6958943672273802e-4
Kenya,2004,87,Female,0.15704002,Seborrhoeic dermatitis,0.001625814295149516
Kenya,2004,87,Female,0.15704002,Stomach cancer,9.911791280854401e-5
Kenya,2004,88,Male,0.20506401,Seborrhoeic dermatitis,0.001619547775348518
Kenya,2004,88,Male,0.20506401,Stomach cancer,1.6958943672273802e-4
Kenya,2004,88,Female,0.17031133,Seborrhoeic dermatitis,0.001625814295149516
Kenya,2004,88,Female,0.17031133,Stomach cancer,9.911791280854401e-5
Kenya,2004,89,Male,0.22051146,Seborrhoeic dermatitis,0.001619547775348518
Kenya,2004,89,Male,0.22051146,Stomach cancer,1.6958943672273802e-4
Kenya,2004,89,Female,0.18249305,Seborrhoeic dermatitis,0.001625814295149516
Kenya,2004,89,Female,0.18249305,Stomach cancer,9.911791280854401e-5
Kenya,2004,90,Male,0.23945438,Seborrhoeic dermatitis,0.00155434569280528
Kenya,2004,90,Male,0.23945438,Stomach cancer,9.679771847859601e-5
Kenya,2004,90,Female,0.2011917,Seborrhoeic dermatitis,0.0015515370736421841
Kenya,2004,90,Female,0.2011917,Stomach cancer,6.0304386510548004e-5
Kenya,2004,91,Male,0.25403334,Seborrhoeic dermatitis,0.00155434569280528
Kenya,2004,91,Male,0.25403334,Stomach cancer,9.679771847859601e-5
Kenya,2004,91,Female,0.21039017,Seborrhoeic dermatitis,0.0015515370736421841
Kenya,2004,91,Female,0.21039017,Stomach cancer,6.0304386510548004e-5
Kenya,2004,92,Male,0.27542184,Seborrhoeic dermatitis,0.00155434569280528
Kenya,2004,92,Male,0.27542184,Stomach cancer,9.679771847859601e-5
Kenya,2004,92,Female,0.22984552,Seborrhoeic dermatitis,0.0015515370736421841
Kenya,2004,92,Female,0.22984552,Stomach cancer,6.0304386510548004e-5
Kenya,2004,93,Male,0.29515079,Seborrhoeic dermatitis,0.00155434569280528
Kenya,2004,93,Male,0.29515079,Stomach cancer,9.679771847859601e-5
Kenya,2004,93,Female,0.24672418,Seborrhoeic dermatitis,0.0015515370736421841
Kenya,2004,93,Female,0.24672418,Stomach cancer,6.0304386510548004e-5
Kenya,2004,94,Male,0.31650828,Seborrhoeic dermatitis,0.00155434569280528
Kenya,2004,94,Male,0.31650828,Stomach cancer,9.679771847859601e-5
Kenya,2004,94,Female,0.26566449,Seborrhoeic dermatitis,0.0015515370736421841
Kenya,2004,94,Female,0.26566449,Stomach cancer,6.0304386510548004e-5
Kenya,2004,95,Male,0.3396274,Seborrhoeic dermatitis,0.001590142267411684
Kenya,2004,95,Male,0.3396274,Stomach cancer,1.47862121567094e-4
Kenya,2004,95,Female,0.28681022,Seborrhoeic dermatitis,0.0015865691329208019
Kenya,2004,95,Female,0.28681022,Stomach cancer,8.5852470838722e-5
Kenya,2004,96,Male,0.36113542,Seborrhoeic dermatitis,0.001590142267411684
Kenya,2004,96,Male,0.36113542,Stomach cancer,1.47862121567094e-4
Kenya,2004,96,Female,0.30577703,Seborrhoeic dermatitis,0.0015865691329208019
Kenya,2004,96,Female,0.30577703,Stomach cancer,8.5852470838722e-5
Kenya,2004,97,Male,0.38228546,Seborrhoeic dermatitis,0.001590142267411684
Kenya,2004,97,Male,0.38228546,Stomach cancer,1.47862121567094e-4
Kenya,2004,97,Female,0.32417699,Seborrhoeic dermatitis,0.0015865691329208019
Kenya,2004,97,Female,0.32417699,Stomach cancer,8.5852470838722e-5
Kenya,2004,98,Male,0.40295874,Seborrhoeic dermatitis,0.001590142267411684
Kenya,2004,98,Male,0.40295874,Stomach cancer,1.47862121567094e-4
Kenya,2004,98,Female,0.34183719,Seborrhoeic dermatitis,0.0015865691329208019
Kenya,2004,98,Female,0.34183719,Stomach cancer,8.5852470838722e-5
Kenya,2004,99,Male,0.42811633,Seborrhoeic dermatitis,0.001590142267411684
Kenya,2004,99,Male,0.42811633,Stomach cancer,1.47862121567094e-4
Kenya,2004,99,Female,0.36635945,Seborrhoeic dermatitis,0.0015865691329208019
Kenya,2004,99,Female,0.36635945,Stomach cancer,8.5852470838722e-5
Kenya,2004,100,Male,0.48377533,Seborrhoeic dermatitis,0.00134173895811064
Kenya,2004,100,Male,0.48377533,Stomach cancer,6.999762935028001e-5
Kenya,2004,100,Female,0.42405386,Seborrhoeic dermatitis,0.0013530891393116339
Kenya,2004,100,Female,0.42405386,Stomach cancer,4.9699692057111995e-5
Kenya,2005,0,Male,0.05652869,Seborrhoeic dermatitis,0
Kenya,2005,0,Male,0.05652869,Stomach cancer,0
Kenya,2005,0,Female,0.05032674,Seborrhoeic dermatitis,0
Kenya,2005,0,Female,0.05032674,Stomach cancer,0
Kenya,2005,1,Male,0.01210841,Seborrhoeic dermatitis,0.001637351909401186
Kenya,2005,1,Male,0.01210841,Stomach cancer,0
Kenya,2005,1,Female,0.01047675,Seborrhoeic dermatitis,0.0016417600440064041
Kenya,2005,1,Female,0.01047675,Stomach cancer,0
Kenya,2005,2,Male,0.00780195,Seborrhoeic dermatitis,0.001637351909401186
Kenya,2005,2,Male,0.00780195,Stomach cancer,0
Kenya,2005,2,Female,0.00646975,Seborrhoeic dermatitis,0.0016417600440064041
Kenya,2005,2,Female,0.00646975,Stomach cancer,0
Kenya,2005,3,Male,0.00530253,Seborrhoeic dermatitis,0.001637351909401186
Kenya,2005,3,Male,0.00530253,Stomach cancer,0
Kenya,2005,3,Female,0.00428745,Seborrhoeic dermatitis,0.0016417600440064041
Kenya,2005,3,Female,0.00428745,Stomach cancer,0
Kenya,2005,4,Male,0.00375044,Seborrhoeic dermatitis,0.001637351909401186
Kenya,2005,4,Male,0.00375044,Stomach cancer,0
Kenya,2005,4,Female,0.0029734,Seborrhoeic dermatitis,0.0016417600440064041
Kenya,2005,4,Female,0.0029734,Stomach cancer,0
Kenya,2005,5,Male,0.00275648,Seborrhoeic dermatitis,0.001637351909401186
Kenya,2005,5,Male,0.00275648,Stomach cancer,0
Kenya,2005,5,Female,0.00220578,Seborrhoeic dermatitis,0.0016417600440064041
Kenya,2005,5,Female,0.00220578,Stomach cancer,0
Kenya,2005,6,Male,0.00230587,Seborrhoeic dermatitis,5.30810080814415e-4
Kenya,2005,6,Male,0.00230587,Stomach cancer,0
Kenya,2005,6,Female,0.00182755,Seborrhoeic dermatitis,5.425531311194425e-4
Kenya,2005,6,Female,0.00182755,Stomach cancer,0
Kenya,2005,7,Male,0.0020014,Seborrhoeic dermatitis,5.30810080814415e-4
Kenya,2005,7,Male,0.0020014,Stomach cancer,0
Kenya,2005,7,Female,0.00160531,Seborrhoeic dermatitis,5.425531311194425e-4
Kenya,2005,7,Female,0.00160531,Stomach cancer,0
Kenya,2005,8,Male,0.00176899,Seborrhoeic dermatitis,5.30810080814415e-4
Kenya,2005,8,Male,0.00176899,Stomach cancer,0
Kenya,2005,8,Female,0.00144064,Seborrhoeic dermatitis,5.425531311194425e-4
Kenya,2005,8,Female,0.00144064,Stomach cancer,0
Kenya,2005,9,Male,0.00160651,Seborrhoeic dermatitis,5.30810080814415e-4
Kenya,2005,9,Male,0.00160651,Stomach cancer,0
Kenya,2005,9,Female,0.00134904,Seborrhoeic dermatitis,5.425531311194425e-4
Kenya,2005,9,Female,0.00134904,Stomach cancer,0
Kenya,2005,10,Male,0.00152591,Seborrhoeic dermatitis,4.5326019455164203e-4
Kenya,2005,10,Male,0.00152591,Stomach cancer,0
Kenya,2005,10,Female,0.00130034,Seborrhoeic dermatitis,5.0268581012947e-4
Kenya,2005,10,Female,0.00130034,Stomach cancer,0
Kenya,2005,11,Male,0.00151338,Seborrhoeic dermatitis,4.5326019455164203e-4
Kenya,2005,11,Male,0.00151338,Stomach cancer,0
Kenya,2005,11,Female,0.00128255,Seborrhoeic dermatitis,5.0268581012947e-4
Kenya,2005,11,Female,0.00128255,Stomach cancer,0
Kenya,2005,12,Male,0.0015475,Seborrhoeic dermatitis,4.5326019455164203e-4
Kenya,2005,12,Male,0.0015475,Stomach cancer,0
Kenya,2005,12,Female,0.00133655,Seborrhoeic dermatitis,5.0268581012947e-4
Kenya,2005,12,Female,0.00133655,Stomach cancer,0
Kenya,2005,13,Male,0.00163219,Seborrhoeic dermatitis,4.5326019455164203e-4
Kenya,2005,13,Male,0.00163219,Stomach cancer,0
Kenya,2005,13,Female,0.00145713,Seborrhoeic dermatitis,5.0268581012947e-4
Kenya,2005,13,Female,0.00145713,Stomach cancer,0
Kenya,2005,14,Male,0.00179171,Seborrhoeic dermatitis,4.5326019455164203e-4
Kenya,2005,14,Male,0.00179171,Stomach cancer,4.6673296654524735e-7
Kenya,2005,14,Female,0.00163101,Seborrhoeic dermatitis,5.0268581012947e-4
Kenya,2005,14,Female,0.00163101,Stomach cancer,4.814801938903924e-7
Kenya,2005,15,Male,0.00201636,Seborrhoeic dermatitis,6.72651416920984e-4
Kenya,2005,15,Male,0.00201636,Stomach cancer,4.6673296654524735e-7
Kenya,2005,15,Female,0.0018787,Seborrhoeic dermatitis,7.51253637024532e-4
Kenya,2005,15,Female,0.0018787,Stomach cancer,4.814801938903924e-7
Kenya,2005,16,Male,0.00227468,Seborrhoeic dermatitis,6.72651416920984e-4
Kenya,2005,16,Male,0.00227468,Stomach cancer,4.6673296654524735e-7
Kenya,2005,16,Female,0.0021154,Seborrhoeic dermatitis,7.51253637024532e-4
Kenya,2005,16,Female,0.0021154,Stomach cancer,4.814801938903924e-7
Kenya,2005,17,Male,0.00262986,Seborrhoeic dermatitis,6.72651416920984e-4
Kenya,2005,17,Male,0.00262986,Stomach cancer,4.6673296654524735e-7
Kenya,2005,17,Female,0.00241051,Seborrhoeic dermatitis,7.51253637024532e-4
Kenya,2005,17,Female,0.00241051,Stomach cancer,4.814801938903924e-7
Kenya,2005,18,Male,0.00299052,Seborrhoeic dermatitis,6.72651416920984e-4
Kenya,2005,18,Male,0.00299052,Stomach cancer,4.6673296654524735e-7
Kenya,2005,18,Female,0.00273777,Seborrhoeic dermatitis,7.51253637024532e-4
Kenya,2005,18,Female,0.00273777,Stomach cancer,4.814801938903924e-7
Kenya,2005,19,Male,0.0033322,Seborrhoeic dermatitis,6.72651416920984e-4
Kenya,2005,19,Male,0.0033322,Stomach cancer,1.146800631489919e-6
Kenya,2005,19,Female,0.00305765,Seborrhoeic dermatitis,7.51253637024532e-4
Kenya,2005,19,Female,0.00305765,Stomach cancer,1.5709101056788708e-6
Kenya,2005,20,Male,0.00371041,Seborrhoeic dermatitis,7.81090293783114e-4
Kenya,2005,20,Male,0.00371041,Stomach cancer,1.146800631489919e-6
Kenya,2005,20,Female,0.00341295,Seborrhoeic dermatitis,8.20424559242676e-4
Kenya,2005,20,Female,0.00341295,Stomach cancer,1.5709101056788708e-6
Kenya,2005,21,Male,0.00408275,Seborrhoeic dermatitis,7.81090293783114e-4
Kenya,2005,21,Male,0.00408275,Stomach cancer,1.146800631489919e-6
Kenya,2005,21,Female,0.0036984,Seborrhoeic dermatitis,8.20424559242676e-4
Kenya,2005,21,Female,0.0036984,Stomach cancer,1.5709101056788708e-6
Kenya,2005,22,Male,0.00445554,Seborrhoeic dermatitis,7.81090293783114e-4
Kenya,2005,22,Male,0.00445554,Stomach cancer,1.146800631489919e-6
Kenya,2005,22,Female,0.00409357,Seborrhoeic dermatitis,8.20424559242676e-4
Kenya,2005,22,Female,0.00409357,Stomach cancer,1.5709101056788708e-6
Kenya,2005,23,Male,0.00479703,Seborrhoeic dermatitis,7.81090293783114e-4
Kenya,2005,23,Male,0.00479703,Stomach cancer,1.146800631489919e-6
Kenya,2005,23,Female,0.00448759,Seborrhoeic dermatitis,8.20424559242676e-4
Kenya,2005,23,Female,0.00448759,Stomach cancer,1.5709101056788708e-6
Kenya,2005,24,Male,0.00512341,Seborrhoeic dermatitis,7.81090293783114e-4
Kenya,2005,24,Male,0.00512341,Stomach cancer,2.442768854028259e-6
Kenya,2005,24,Female,0.0048922,Seborrhoeic dermatitis,8.20424559242676e-4
Kenya,2005,24,Female,0.0048922,Stomach cancer,3.651530169394966e-6
Kenya,2005,25,Male,0.0054638,Seborrhoeic dermatitis,7.73917181107286e-4
Kenya,2005,25,Male,0.0054638,Stomach cancer,2.442768854028259e-6
Kenya,2005,25,Female,0.00532308,Seborrhoeic dermatitis,7.7025281221385e-4
Kenya,2005,25,Female,0.00532308,Stomach cancer,3.651530169394966e-6
Kenya,2005,26,Male,0.00577574,Seborrhoeic dermatitis,7.73917181107286e-4
Kenya,2005,26,Male,0.00577574,Stomach cancer,2.442768854028259e-6
Kenya,2005,26,Female,0.00577034,Seborrhoeic dermatitis,7.7025281221385e-4
Kenya,2005,26,Female,0.00577034,Stomach cancer,3.651530169394966e-6
Kenya,2005,27,Male,0.00613891,Seborrhoeic dermatitis,7.73917181107286e-4
Kenya,2005,27,Male,0.00613891,Stomach cancer,2.442768854028259e-6
Kenya,2005,27,Female,0.00620831,Seborrhoeic dermatitis,7.7025281221385e-4
Kenya,2005,27,Female,0.00620831,Stomach cancer,3.651530169394966e-6
Kenya,2005,28,Male,0.00650352,Seborrhoeic dermatitis,7.73917181107286e-4
Kenya,2005,28,Male,0.00650352,Stomach cancer,2.442768854028259e-6
Kenya,2005,28,Female,0.00658882,Seborrhoeic dermatitis,7.7025281221385e-4
Kenya,2005,28,Female,0.00658882,Stomach cancer,3.651530169394966e-6
Kenya,2005,29,Male,0.00686808,Seborrhoeic dermatitis,7.73917181107286e-4
Kenya,2005,29,Male,0.00686808,Stomach cancer,5.2999934790616545e-6
Kenya,2005,29,Female,0.00701484,Seborrhoeic dermatitis,7.7025281221385e-4
Kenya,2005,29,Female,0.00701484,Stomach cancer,6.17510890173676e-6
Kenya,2005,30,Male,0.00733472,Seborrhoeic dermatitis,8.56027007318654e-4
Kenya,2005,30,Male,0.00733472,Stomach cancer,5.2999934790616545e-6
Kenya,2005,30,Female,0.00739385,Seborrhoeic dermatitis,8.549648273245459e-4
Kenya,2005,30,Female,0.00739385,Stomach cancer,6.17510890173676e-6
Kenya,2005,31,Male,0.00768562,Seborrhoeic dermatitis,8.56027007318654e-4
Kenya,2005,31,Male,0.00768562,Stomach cancer,5.2999934790616545e-6
Kenya,2005,31,Female,0.00771355,Seborrhoeic dermatitis,8.549648273245459e-4
Kenya,2005,31,Female,0.00771355,Stomach cancer,6.17510890173676e-6
Kenya,2005,32,Male,0.00818887,Seborrhoeic dermatitis,8.56027007318654e-4
Kenya,2005,32,Male,0.00818887,Stomach cancer,5.2999934790616545e-6
Kenya,2005,32,Female,0.00816354,Seborrhoeic dermatitis,8.549648273245459e-4
Kenya,2005,32,Female,0.00816354,Stomach cancer,6.17510890173676e-6
Kenya,2005,33,Male,0.00867365,Seborrhoeic dermatitis,8.56027007318654e-4
Kenya,2005,33,Male,0.00867365,Stomach cancer,5.2999934790616545e-6
Kenya,2005,33,Female,0.00856074,Seborrhoeic dermatitis,8.549648273245459e-4
Kenya,2005,33,Female,0.00856074,Stomach cancer,6.17510890173676e-6
Kenya,2005,34,Male,0.00921048,Seborrhoeic dermatitis,8.56027007318654e-4
Kenya,2005,34,Male,0.00921048,Stomach cancer,9.440369555689304e-6
Kenya,2005,34,Female,0.00900284,Seborrhoeic dermatitis,8.549648273245459e-4
Kenya,2005,34,Female,0.00900284,Stomach cancer,9.989515611599041e-6
Kenya,2005,35,Male,0.00979933,Seborrhoeic dermatitis,9.353142074604401e-4
Kenya,2005,35,Male,0.00979933,Stomach cancer,9.440369555689304e-6
Kenya,2005,35,Female,0.00952298,Seborrhoeic dermatitis,9.393053051850221e-4
Kenya,2005,35,Female,0.00952298,Stomach cancer,9.989515611599041e-6
Kenya,2005,36,Male,0.01032647,Seborrhoeic dermatitis,9.353142074604401e-4
Kenya,2005,36,Male,0.01032647,Stomach cancer,9.440369555689304e-6
Kenya,2005,36,Female,0.00992304,Seborrhoeic dermatitis,9.393053051850221e-4
Kenya,2005,36,Female,0.00992304,Stomach cancer,9.989515611599041e-6
Kenya,2005,37,Male,0.01088754,Seborrhoeic dermatitis,9.353142074604401e-4
Kenya,2005,37,Male,0.01088754,Stomach cancer,9.440369555689304e-6
Kenya,2005,37,Female,0.01032816,Seborrhoeic dermatitis,9.393053051850221e-4
Kenya,2005,37,Female,0.01032816,Stomach cancer,9.989515611599041e-6
Kenya,2005,38,Male,0.01142376,Seborrhoeic dermatitis,9.353142074604401e-4
Kenya,2005,38,Male,0.01142376,Stomach cancer,9.440369555689304e-6
Kenya,2005,38,Female,0.01072657,Seborrhoeic dermatitis,9.393053051850221e-4
Kenya,2005,38,Female,0.01072657,Stomach cancer,9.989515611599041e-6
Kenya,2005,39,Male,0.01192512,Seborrhoeic dermatitis,9.353142074604401e-4
Kenya,2005,39,Male,0.01192512,Stomach cancer,1.8093177299323807e-5
Kenya,2005,39,Female,0.01108798,Seborrhoeic dermatitis,9.393053051850221e-4
Kenya,2005,39,Female,0.01108798,Stomach cancer,1.4194431082638554e-5
Kenya,2005,40,Male,0.01256892,Seborrhoeic dermatitis,9.28755800723346e-4
Kenya,2005,40,Male,0.01256892,Stomach cancer,1.8093177299323807e-5
Kenya,2005,40,Female,0.01146312,Seborrhoeic dermatitis,9.34771852068184e-4
Kenya,2005,40,Female,0.01146312,Stomach cancer,1.4194431082638554e-5
Kenya,2005,41,Male,0.01293836,Seborrhoeic dermatitis,9.28755800723346e-4
Kenya,2005,41,Male,0.01293836,Stomach cancer,1.8093177299323807e-5
Kenya,2005,41,Female,0.01178675,Seborrhoeic dermatitis,9.34771852068184e-4
Kenya,2005,41,Female,0.01178675,Stomach cancer,1.4194431082638554e-5
Kenya,2005,42,Male,0.01353809,Seborrhoeic dermatitis,9.28755800723346e-4
Kenya,2005,42,Male,0.01353809,Stomach cancer,1.8093177299323807e-5
Kenya,2005,42,Female,0.01207814,Seborrhoeic dermatitis,9.34771852068184e-4
Kenya,2005,42,Female,0.01207814,Stomach cancer,1.4194431082638554e-5
Kenya,2005,43,Male,0.01402551,Seborrhoeic dermatitis,9.28755800723346e-4
Kenya,2005,43,Male,0.01402551,Stomach cancer,1.8093177299323807e-5
Kenya,2005,43,Female,0.01242641,Seborrhoeic dermatitis,9.34771852068184e-4
Kenya,2005,43,Female,0.01242641,Stomach cancer,1.4194431082638554e-5
Kenya,2005,44,Male,0.0146215,Seborrhoeic dermatitis,9.28755800723346e-4
Kenya,2005,44,Male,0.0146215,Stomach cancer,3.2751457082269995e-5
Kenya,2005,44,Female,0.01281252,Seborrhoeic dermatitis,9.34771852068184e-4
Kenya,2005,44,Female,0.01281252,Stomach cancer,2.3995715103854e-5
Kenya,2005,45,Male,0.01531123,Seborrhoeic dermatitis,9.084872425518181e-4
Kenya,2005,45,Male,0.01531123,Stomach cancer,3.2751457082269995e-5
Kenya,2005,45,Female,0.01328501,Seborrhoeic dermatitis,9.01870449305782e-4
Kenya,2005,45,Female,0.01328501,Stomach cancer,2.3995715103854e-5
Kenya,2005,46,Male,0.01589663,Seborrhoeic dermatitis,9.084872425518181e-4
Kenya,2005,46,Male,0.01589663,Stomach cancer,3.2751457082269995e-5
Kenya,2005,46,Female,0.01373978,Seborrhoeic dermatitis,9.01870449305782e-4
Kenya,2005,46,Female,0.01373978,Stomach cancer,2.3995715103854e-5
Kenya,2005,47,Male,0.01660612,Seborrhoeic dermatitis,9.084872425518181e-4
Kenya,2005,47,Male,0.01660612,Stomach cancer,3.2751457082269995e-5
Kenya,2005,47,Female,0.01426917,Seborrhoeic dermatitis,9.01870449305782e-4
Kenya,2005,47,Female,0.01426917,Stomach cancer,2.3995715103854e-5
Kenya,2005,48,Male,0.01743656,Seborrhoeic dermatitis,9.084872425518181e-4
Kenya,2005,48,Male,0.01743656,Stomach cancer,3.2751457082269995e-5
