year,age,exposure,deaths,M
1950,0,242505.55,17785.357036999998,0.07333999999999999
1950,1,265133.4,3616.4195760000002,0.01364
1950,2,281474.14,2080.0938946,0.00739
1950,3,251177.66,1112.7170338,0.00443
1950,4,261086.74,783.26022,0.003
1950,5,258267.74,622.4252534,0.00241
1950,6,252637.97,507.8023197,0.00201
1950,7,237777.69,406.5998499,0.00171
1950,8,205588.44,306.3267756,0.00149
1950,9,228895.84,270.0970912,0.00118
1950,10,225524.36,270.62923199999994,0.0012
1950,11,191111.41,179.6447254,9.4e-4
1950,12,220634.13,236.0785191,0.00107
1950,13,249433.33,304.3086626,0.00122
1950,14,270669.52,365.40385200000003,0.00135
1950,15,269269.51,403.904265,0.0015
1950,16,279058.81,513.4682104,0.0018399999999999998
1950,17,290197.8,551.37582,0.0019
1950,18,271735.08,573.3610188,0.00211
1950,19,275164.15,588.8512810000001,0.00214
1950,20,275491.75,683.21954,0.00248
1950,21,266251.2,609.715248,0.00229
1950,22,265805.22,725.6482505999999,0.00273
1950,23,264489.89,759.0859843000001,0.00287
1950,24,257999.98,730.1399434,0.00283
1950,25,257339.26,725.6967132,0.0028199999999999996
1950,26,248562.76,715.8607488000001,0.00288
1950,27,249222.22,717.7599936,0.00288
1950,28,238340.49,736.4721140999999,0.0030899999999999994
1950,29,233637.74,619.140011,0.00265
1950,30,227745.31,724.2300858,0.00318
1950,31,190681.79,486.23856450000005,0.00255
1950,32,209047.73,641.7765310999999,0.0030699999999999994
1950,33,198826.01,598.4662901,0.00301
1950,34,197002.33,604.7971531,0.00307
1950,35,209809.94,612.6450248,0.00292
1950,36,202191.27,667.231191,0.0033
1950,37,205679.22,664.3438805999999,0.00323
1950,38,199046.75,730.5015725000001,0.0036700000000000005
1950,39,210493.02,616.7445485999999,0.00293
1950,40,198818.29,926.4932314,0.00466
1950,41,181381.87,578.6081653,0.00319
1950,42,188465.67,833.0182614000001,0.00442
1950,43,178742.66,655.9855622,0.00367
1950,44,187014.43,772.3695958999999,0.00413
1950,45,185902.75,873.742925,0.0047
1950,46,173839.85,836.1696785,0.00481
1950,47,172350.64,772.1308672,0.00448
1950,48,164751.95,896.2506080000002,0.00544
1950,49,185415.83,886.2876674,0.00478
1950,50,178833.07,1303.6930803,0.00729
1950,51,133219.08,728.7083676,0.00547
1950,52,135120.56,1097.1789472,0.00812
1950,53,136222.14,972.6260796,0.00714
1950,54,141279.39,1150.0142346,0.00814
1950,55,136184.64,1126.2469728,0.00827
1950,56,124991.75,1254.91717,0.01004
1950,57,121933.64,1133.9828519999999,0.0093
1950,58,117199.45,1374.7495485000002,0.011730000000000003
1950,59,128068.16,1285.8043264,0.01004
1950,60,121124.09,2051.8420846,0.01694
1950,61,107664.31,1391.0228851999998,0.01292
1950,62,111728.3,1855.807063,0.01661
1950,63,107013.68,1817.0922863999997,0.01698
1950,64,111600.19,2086.923553,0.0187
1950,65,108885.94,2517.4429328,0.02312
1950,66,94315.4,2286.205296,0.02424
1950,67,87105.31,2421.5276179999996,0.027799999999999995
1950,68,79248.49,2632.6348378000002,0.03322
1950,69,87870.73,2373.3884172999997,0.027009999999999996
1950,70,77597.02,3882.9548808000004,0.05004
1950,71,64599.46,2463.1774097999996,0.03813
1950,72,67174.11,3546.793008,0.0528
1950,73,62209.51,3316.3889781000003,0.05331
1950,74,61585.95,3568.2899429999998,0.05794
1950,75,55678.94,3773.3617638,0.06777
1950,76,46787.2,3511.847232,0.07506
1950,77,43216.84,3212.3077171999994,0.07433
1950,78,35766.43,3660.3364462,0.10234
1950,79,38475.88,2732.9417563999996,0.07103
1950,80,32293.08,4265.915868,0.1321
1950,81,26889.49,2169.4440532000003,0.08068
1950,82,22786.87,2799.1391108,0.12283999999999999
1950,83,20038.26,2404.9919652,0.12002
1950,84,17558.34,2949.4499532,0.16798
1950,85,14724.87,2439.1747155,0.16565
1950,86,11964.01,2234.6377878,0.18677999999999997
1950,87,9531.01,1735.4063008,0.18208
1950,88,7722.09,1515.8462670000001,0.1963
1950,89,6433.67,1304.2979191,0.20273
1950,90,5128.93,1426.6118795000002,0.27815
1950,91,3854.72,585.4934208,0.15189
1950,92,2919.77,679.722456,0.23279999999999998
1950,93,2234.54,494.25790259999997,0.22119
1950,94,1742.26,466.17650819999994,0.26757
1950,95,1303.1,388.506234,0.29814
1950,96,935.67,295.4378025,0.31575
1950,97,642.49,214.5402608,0.33392
1950,98,416.73,146.93066340000001,0.35258
1950,99,258.39,96.0461469,0.37171
1950,100,456.67,196.564522,0.4304301180283356
1951,0,245293.17,16878.6230277,0.06881
1951,1,228812.59,3153.0374902,0.013779999999999999
1951,2,262780.07,1786.904476,0.0068
1951,3,280830.93,1162.6400502,0.00414
1951,4,249603.85,671.4343565,0.00269
1951,5,259991.38,517.3828462,0.00199
1951,6,258108.26,498.14894180000005,0.00193
1951,7,251857.85,385.3425105,0.00153
1951,8,238183.42,312.0202802,0.00131
1951,9,205558.01,259.0030926,0.00126
1951,10,232073.7,264.564018,0.0011399999999999997
1951,11,224668.91,242.64242280000002,0.00108
1951,12,191511.34,201.086907,0.00105
1951,13,219485.84,254.60357439999999,0.00116
1951,14,249781.98,324.716574,0.0013
1951,15,270031.07,367.24225520000005,0.00136
1951,16,268048.75,394.0316625,0.00147
1951,17,277600.88,463.5934696,0.00167
1951,18,289235.75,509.05492000000004,0.00176
1951,19,268728.71,513.2718361000001,0.0019100000000000002
1951,20,275075.24,646.426814,0.00235
1951,21,273735.94,583.0575522,0.00213
1951,22,263837.75,670.1478850000001,0.00254
1951,23,264043.52,654.8279296000001,0.00248
1951,24,262621.94,646.0499724,0.00246
1951,25,256361.13,658.8481041,0.00257
1951,26,255340.51,633.2444648000001,0.00248
1951,27,246385.46,724.3732524,0.00294
1951,28,246736.4,666.18828,0.0026999999999999997
1951,29,235931.83,594.5482116,0.00252
1951,30,232554.01,723.2429711,0.00311
1951,31,224990.21,564.7254271,0.0025100000000000005
1951,32,189187.92,607.29322320000006,0.00321
1951,33,206901.78,573.1179306,0.0027700000000000003
1951,34,196003.37,552.7295034,0.00282
1951,35,195138.6,653.7143100000001,0.00335
1951,36,207976.27,626.0085727,0.00301
1951,37,200092.5,632.2923,0.0031599999999999996
1951,38,203454.05,738.5382014999999,0.0036299999999999995
1951,39,198461.4,611.2611119999999,0.00308
1951,40,207662.41,901.2548594,0.00434
1951,41,198196.54,624.319101,0.00315
1951,42,180914.58,806.8790268,0.00446
1951,43,187008.38,682.580587,0.00365
1951,44,177997.59,706.6504322999999,0.00397
1951,45,186395.12,883.5128688,0.00474
1951,46,184073.76,872.5096224000001,0.00474
1951,47,172501.27,815.9310070999999,0.00473
1951,48,170974.56,989.9427024,0.00579
1951,49,163565.2,853.810344,0.00522
1951,50,183753.73,1264.2256624000001,0.006880000000000001
1951,51,176944.59,1035.1258515,0.00585
1951,52,132251.76,1091.0770200000002,0.00825
1951,53,133947.7,1016.6630430000001,0.00759
1951,54,135782.35,1192.169033,0.00878
1951,55,139516.79,1296.1109791000001,0.00929
1951,56,135441.16,1455.99247,0.01075
1951,57,123460.03,1338.3067252,0.01084
1951,58,120526.41,1598.1801966,0.01326
1951,59,115819.15,1433.841077,0.01238
1951,60,124929.84,2197.5158856000003,0.01759
1951,61,119204.5,1535.3539600000001,0.01288
1951,62,106639.66,2181.8474436,0.02046
1951,63,110613.95,2170.2456989999996,0.01962
1951,64,105279.65,2319.3106895,0.02203
1951,65,109361.97,2971.3647249,0.02717
1951,66,105694.28,2764.9623647999997,0.02616
1951,67,91803.57,2788.0744209000004,0.03037
1951,68,83926.68,2982.7542072,0.03554
1951,69,76762.27,2583.8180082000003,0.03366
1951,70,82448.85,4335.9850215,0.05258999999999999
1951,71,73845.29,3136.9479191999994,0.04248
1951,72,62265.64,4118.2494296,0.06614
1951,73,63496.64,4029.4967744,0.06346
1951,74,58583.03,4236.1388993,0.07231
1951,75,56949.77,4551.4256184,0.07991999999999999
1951,76,51165.67,4340.8954428,0.08484
1951,77,43151.29,3888.3627419,0.09011
1951,78,39489.08,4446.0755172,0.11259
1951,79,32641.4,3179.925188,0.09742
1951,80,32752.91,4534.3128604,0.13844
1951,81,28810.8,2841.897312,0.09864
1951,82,24103.72,3348.7298196,0.13893
1951,83,19947.09,2767.8582084,0.13876
1951,84,17232.97,3117.9612621,0.18093
1951,85,14720.5,2785.854625,0.18925
1951,86,12219.47,2546.0487691999997,0.20836
1951,87,9832.02,1983.3150744000002,0.20172
1951,88,7785.6,1732.5295680000002,0.22253
1951,89,6242.8,1349.256364,0.21613000000000002
1951,90,5036.3,1485.7085,0.295
1951,91,4047.95,806.5540375,0.19925
1951,92,3130.51,824.6076391,0.26341
1951,93,2266.11,609.9461676000001,0.26916
1951,94,1720.47,483.53809350000006,0.28105
1951,95,1304.24,438.8506752,0.33648
1951,96,937.64,333.9967444,0.35621
1951,97,654.71,246.47212660000002,0.37646
1951,98,423.65,168.248361,0.39714
1951,99,251.33,105.10369270000001,0.41819
1951,100,467.49,225.0251667,0.4813475511775653
1952,0,268970.48,15850.4303864,0.05893
1952,1,240377.79,2569.6385751000003,0.01069
1952,2,230230.77,1319.2223121,0.00573
1952,3,262715.24,874.8417492,0.00333
1952,4,280058.85,666.540063,0.00238
1952,5,248945.52,448.10193599999997,0.0018
1952,6,260008.21,413.4130539,0.00159
1952,7,258385.1,325.565226,0.00126
1952,8,252245.84,287.5602576,0.00114
1952,9,238642.98,238.64298000000002,0.001
1952,10,205533.13,184.979817,9e-4
1952,11,231557.21,187.5613401,8.1e-4
1952,12,224176.75,212.9679125,9.5e-4
1952,13,190637.94,183.01242240000002,9.600000000000001e-4
1952,14,218293.52,240.122872,0.0011
1952,15,248567.8,268.453224,0.00108
1952,16,268078.5,262.71693,9.8e-4
1952,17,265443.32,350.3851824,0.00132
1952,18,274683.94,390.0511948,0.00142
1952,19,286042.62,371.85540599999996,0.0013
1952,20,266291.99,426.067184,0.0016
1952,21,273046.04,376.80353519999994,0.00138
1952,22,270815.83,509.13376040000003,0.00188
1952,23,260618.62,440.4454678,0.00169
1952,24,261066.07,409.8737299,0.00157
1952,25,259602.27,472.4761314,0.00182
1952,26,253303.04,481.275776,0.0019
1952,27,252639.82,502.7532418,0.00199
1952,28,243812.13,541.2629286,0.00222
1952,29,244271.57,447.01697310000003,0.00183
1952,30,234033.45,540.6172695,0.00231
1952,31,230431.25,410.167625,0.00178
1952,32,223079.61,544.3142484,0.0024400000000000003
1952,33,188209.86,440.41107239999997,0.00234
1952,34,205188.93,484.2458748,0.00236
1952,35,194455.09,458.9140124,0.00236
1952,36,193754.97,521.2008693,0.00269
1952,37,206055.42,484.23023700000005,0.00235
1952,38,198327.94,600.9336582000001,0.0030300000000000006
1952,39,202030.75,557.60487,0.00276
1952,40,196894.52,675.3482035999999,0.00343
1952,41,205693.6,493.66463999999996,0.0024
1952,42,196878.44,771.7634848,0.00392
1952,43,179760.61,611.186074,0.0034000000000000002
1952,44,185441.41,636.0640363,0.00343
1952,45,176759.77,786.5809764999999,0.00445
1952,46,184611.17,760.5980204000001,0.00412
1952,47,182069.95,731.9211990000001,0.00402
1952,48,170989.16,960.9590792,0.00562
1952,49,169569.96,730.8465276,0.00431
1952,50,162227.65,1080.436149,0.006659999999999999
1952,51,181455.67,845.5834222000001,0.00466
1952,52,174709.33,1275.378109,0.007300000000000001
1952,53,131357.42,836.7467654000001,0.00637
1952,54,133292.17,999.691275,0.0075
1952,55,135247.99,1046.8194426,0.00774
1952,56,138807.54,1258.9843878000001,0.00907
1952,57,134528.22,1139.4540234,0.00847
1952,58,122628.58,1412.6812416,0.01152
1952,59,119679.38,1327.2443242,0.01109
1952,60,114203.28,1830.6785783999999,0.01603
1952,61,122350.28,1382.5581639999998,0.0113
1952,62,116828.5,2064.3595950000004,0.01767
1952,63,104944.55,1909.9908100000002,0.0182
1952,64,108372.97,2058.0027003,0.01899
1952,65,102311.11,2329.6239747,0.02277
1952,66,105656.71,2287.4677715000003,0.021650000000000003
1952,67,101863.08,2455.9188588,0.024110000000000003
1952,68,88434.11,2573.432601,0.0291
1952,69,81083.32,2193.3038060000003,0.02705
1952,70,73688.14,3409.5502377999996,0.04627
1952,71,78452.55,2485.376784,0.03168
1952,72,70651.97,3840.6410892,0.05436
1952,73,59430.24,3147.4255104,0.05296
1952,74,60019,3544.1219499999997,0.05905
1952,75,54994.24,3581.2249088,0.06512
1952,76,53035.47,3444.6537765,0.06495
1952,77,47476.83,3364.6829421,0.07087
1952,78,39618.36,3724.12584,0.094
1952,79,36102.02,2737.9771968,0.07584
1952,80,32829.34,3761.2574837999996,0.11457
1952,81,29350.26,2411.4173616,0.08216
1952,82,25873.49,3193.8236056,0.12344
1952,83,21195.86,2293.8159692,0.10822
1952,84,17292.57,2471.6270301,0.14293
1952,85,14586.95,2181.4783724999998,0.14955
1952,86,12316.78,2109.1254072,0.17124
1952,87,10114.58,1771.6698328,0.17516
1952,88,8050.75,1635.0268174999999,0.20309
1952,89,6309.15,1176.0886515,0.18641
1952,90,4935.45,1200.202731,0.24318000000000004
1952,91,4010.5,600.61248,0.14976
1952,92,3296.79,777.3501141,0.23579000000000003
1952,93,2437.09,558.4104317,0.22913
1952,94,1747.04,422.8360912,0.24203
1952,95,1291.45,376.0314965,0.29117
1952,96,937.29,290.2224756,0.30964
1952,97,652.76,214.58832239999998,0.32874
1952,98,423.17,147.44512310000002,0.34843
1952,99,252.17,92.9599488,0.36864
1952,100,476.01,205.7864429,0.4323153776181173
1953,0,277544.69,15425.933870199999,0.05558
1953,1,262345.41,2114.5040045999995,0.00806
1953,2,241057.75,1029.3165925,0.00427
1953,3,232785.98,640.161445,0.00275
1953,4,263268.44,516.0061424,0.00196
1953,5,279641.09,377.51547150000005,0.00135
1953,6,248468.74,285.73905099999996,0.00115
1953,7,260169.12,288.7877232,0.00111
1953,8,258784.49,230.31819609999997,8.9e-4
1953,9,252717.91,219.8645817,8.7e-4
1953,10,239170.06,196.1194492,8.2e-4
1953,11,205558.08,150.05739839999998,7.3e-4
1953,12,231081.97,171.0006578,7.4e-4
1953,13,223709.02,183.44139639999997,8.199999999999999e-4
1953,14,189782.57,167.0086616,8.8e-4
1953,15,217137.71,171.5387909,7.900000000000001e-4
1953,16,247419.44,232.5742736,9.4e-4
1953,17,266179.61,231.57626069999998,8.7e-4
1953,18,262896.84,257.6389032,9.8e-4
1953,19,271874.54,260.9995584,9.600000000000001e-4
1953,20,282945.96,342.3646116,0.00121
1953,21,263984.29,287.7428761,0.00109
1953,22,271144.11,357.91022519999996,0.00132
1953,23,268009.75,359.133065,0.00134
1953,24,257572.19,381.2068412,0.00148
1953,25,258213.25,379.57347749999997,0.00147
1953,26,256690.01,426.1054166,0.00166
1953,27,250337.73,455.6146686,0.00182
1953,28,250036.89,442.56529530000006,0.00177
1953,29,241391.75,388.64071750000005,0.00161
1953,30,241918.84,430.61553519999995,0.00178
1953,31,232271.94,371.635104,0.0016
1953,32,228418.93,472.82718509999995,0.00207
1953,33,221220.58,455.71439480000004,0.00206
1953,34,187327.04,391.5135136,0.00209
1953,35,203550.25,425.42002249999996,0.00209
1953,36,192984.86,422.6368434,0.00219
1953,37,192465.02,448.4434966,0.00233
1953,38,204174.54,579.8556936,0.00284
1953,39,196620.28,469.9224692,0.00239
1953,40,200649.8,654.118348,0.00326
1953,41,195429.53,482.7109391,0.00247
1953,42,203808.12,641.995578,0.00315
1953,43,195560.12,643.3927947999999,0.0032899999999999995
1953,44,178695.26,637.9420782,0.00357
1953,45,183845.49,696.7744071,0.00379
1953,46,175525.48,742.4727804,0.00423
1953,47,182905.07,753.5688884000001,0.00412
1953,48,180025.33,910.9281698,0.00506
1953,49,169504.43,755.9897578,0.00446
1953,50,168169.09,982.1074855999999,0.00584
1953,51,160944.26,758.0474646,0.00471
1953,52,179218.45,1152.3746335,0.00643
1953,53,172430.38,1129.418989,0.00655
1953,54,130530.51,984.2000453999999,0.00754
1953,55,132625.96,1054.376382,0.00795
1953,56,134722.62,1135.7116866,0.00843
1953,57,138184.84,1171.8074431999999,0.00848
1953,58,133630.9,1409.805995,0.01055
1953,59,121797.32,1328.8087612,0.01091
1953,60,118710.92,1798.470438,0.01515
1953,61,112682.89,1346.5605355,0.01195
1953,62,119855.72,1840.9838592,0.01536
1953,63,114258.66,2103.5019306,0.01841
1953,64,103274.45,2153.2722825,0.02085
1953,65,105972.24,2578.3045992,0.02433
1953,66,99369.97,2311.3455022,0.02326
1953,67,102129.87,2583.885711,0.0253
1953,68,98009.68,2760.9326856,0.02817
1953,69,85252.99,2485.1246585,0.029149999999999995
1953,70,77979.2,3353.1055999999994,0.043
1953,71,70749.87,2590.8602394,0.03662
1953,72,74704.06,3540.9724439999995,0.0474
1953,73,67263.75,3750.6267,0.05576
1953,74,56866.24,3607.0256031999998,0.06343
1953,75,56649.41,3787.5795526,0.06686
1953,76,51715.16,3785.5497120000005,0.0732
1953,77,49474.73,3879.3135793,0.07841
1953,78,43772.54,4129.0636982,0.09432999999999998
1953,79,36461.86,3221.0407124000003,0.08834
1953,80,33779.69,4101.8677567,0.12143000000000001
1953,81,29613.95,2506.5247280000003,0.08464
1953,82,26497.9,3338.2054420000004,0.12598
1953,83,22906.99,2998.0668512,0.13088
1953,84,18545.03,2827.5607241,0.15247
1953,85,14800.44,2437.1884548000003,0.16467
1953,86,12331.18,2287.6805136,0.18552
1953,87,10282.49,1952.644851,0.1899
1953,88,8336.55,1743.9228944999998,0.20919
1953,89,6589.16,1271.3125304,0.19294
1953,90,5057,1336.5145300000001,0.26429
1953,91,3986.95,643.174774,0.16132
1953,92,3307.65,793.6706175,0.23995
1953,93,2607.4,624.107264,0.23936
1953,94,1920.55,457.5326265,0.23823
1953,95,1336.97,407.77585,0.305
1953,96,939.97,304.2776887,0.32371
1953,97,657.41,225.4850559,0.34299
1953,98,430.46,156.1751926,0.36281
1953,99,258.69,99.1067259,0.38311
1953,100,484.31,216.1525036,0.44631022196527015
1954,0,273042.99,13952.496788999999,0.0511
1954,1,271384.8,2019.102912,0.0074400000000000004
1954,2,260876.33,960.0248944,0.00368
1954,3,242631.99,558.053577,0.0023
1954,4,235778.73,372.53039340000004,0.00158
1954,5,264105.91,319.56815109999997,0.00121
1954,6,279404.31,304.5506979,0.00109
1954,7,248093.92,220.8035888,8.9e-4
1954,8,260424.04,203.1307512,7.8e-4
1954,9,259256.25,189.2570625,7.3e-4
1954,10,253242.57,174.7373733,6.9e-4
1954,11,239735.39,158.2253574,6.6e-4
1954,12,205607.74,133.645031,6.5e-4
1954,13,230620.69,182.1903451,7.9e-4
1954,14,223251.67,171.9037859,7.7e-4
1954,15,188959.55,122.82370749999998,6.5e-4
1954,16,216018.1,181.455204,8.4e-4
1954,17,246293.78,197.03502400000002,8e-4
1954,18,264312.02,266.9551402,0.00101
1954,19,260403.59,221.34305149999997,8.5e-4
1954,20,269119.33,236.82501040000002,8.8e-4
1954,21,279913.99,277.1148501,9.9e-4
1954,22,261723.36,324.5369664,0.00124
1954,23,269282.16,325.83141359999996,0.00121
1954,24,265263,363.41031,0.00137
1954,25,254552.22,358.9186302,0.00141
1954,26,255386.04,372.8636184,0.00146
1954,27,253809.03,378.1754547,0.00149
1954,28,247415.86,413.1844862,0.00167
1954,29,247510.99,386.1171444,0.00156
1954,30,239025.38,403.9528922,0.00169
1954,31,239628.29,347.46102049999996,0.0014499999999999997
1954,32,230541.27,447.2500638,0.00194
1954,33,226412.32,396.22156,0.00175
1954,34,219425.79,421.29751680000004,0.00192
1954,35,186487.07,361.7849158,0.00194
1954,36,201942.83,426.0993713,0.00211
1954,37,191538.8,430.9622999999999,0.00225
1954,38,191152.15,516.110805,0.0027
1954,39,202306.81,477.44407160000003,0.00236
1954,40,194907.06,647.0914392,0.00332
1954,41,199294.46,448.41253499999993,0.00225
1954,42,193991.28,645.9909624000001,0.0033300000000000005
1954,43,201881.02,607.6618702,0.00301
1954,44,194281.27,631.4141275,0.00325
1954,45,177598.25,696.1851399999999,0.00392
1954,46,182227.27,705.2195349,0.00387
1954,47,174322.03,660.6804936999999,0.0037899999999999995
1954,48,181150.44,873.1451208,0.00482
1954,49,177995.09,736.8996725999999,0.00414
1954,50,168001.45,991.208555,0.0059
1954,51,166777.84,745.4969447999999,0.00447
1954,52,159665.32,1028.2446608,0.0064399999999999995
1954,53,176891.31,1048.9654683,0.00593
1954,54,170134.52,1308.3344588,0.007690000000000001
1954,55,129627.48,909.9849096,0.00702
1954,56,131929.41,1106.8877499,0.00839
1954,57,134192.57,1097.6952226,0.00818
1954,58,137478.13,1366.5326122,0.00994
1954,59,132672.98,1267.026959,0.00955
1954,60,120809.7,1739.65968,0.0144
1954,61,117761.88,1285.9597296,0.01092
1954,62,111212.33,1709.3335121,0.01537
1954,63,117171.54,1729.4519304,0.01476
1954,64,111639.76,2136.7850064,0.01914
1954,65,101371.13,2326.4674335000004,0.02295
1954,66,103458.52,2320.5746036,0.02243
1954,67,96402.12,2416.8011484,0.02507
1954,68,98406.12,2669.7580356,0.02713
1954,69,94175.44,2372.2793336,0.02519
1954,70,81730.53,3243.0674304,0.03968
1954,71,74817.92,2394.9216192,0.03201
1954,72,67821.79,3356.5003870999994,0.04949
1954,73,70593.21,3218.3444439,0.04559
1954,74,63872.94,3742.3155546000003,0.05859
1954,75,54149.6,3557.6287199999997,0.0657
1954,76,53217.41,3618.7838800000004,0.068
1954,77,48414.2,3422.8839399999997,0.0707
1954,78,45652.56,4132.4697312,0.09052
1954,79,40181.82,3112.081959,0.07745
1954,80,35215.59,4045.2148233,0.11487
1954,81,30469.27,2514.9335458,0.08254
1954,82,26724.43,3242.7423362,0.12134
1954,83,23437.35,2649.5924174999996,0.11304999999999998
1954,84,20014.81,3105.0976234000004,0.15514
1954,85,15834.77,2416.2275543,0.15259
1954,86,12513.24,2002.9943268,0.16007
1954,87,10318.77,1802.8954944,0.17472
1954,88,8476.65,1722.45528,0.2032
1954,89,6830.27,1272.0011821,0.18623
1954,90,5262.74,1403.6780128,0.26672
1954,91,4039.68,673.6974336,0.16677
1954,92,3269.33,763.1923952,0.23343999999999998
1954,93,2616.62,581.1774682,0.22211000000000003
1954,94,2047.83,574.1500971,0.28037
1954,95,1467.2,434.07112,0.29585
1954,96,982.38,309.0665718,0.31461
1954,97,662.76,221.36184,0.334
1954,98,432,152.91504,0.35397
1954,99,262.74,98.38562040000001,0.37446
1954,100,499.81,219.0550054,0.43827655589123865
1955,0,278006.05,14998.4263975,0.05395
1955,1,267085.79,1826.8668035999997,0.00684
1955,2,270058.08,985.7119920000001,0.00365
1955,3,260101.93,574.8252653000001,0.00221
1955,4,244512.13,459.6828044,0.00188
1955,5,238927.28,312.9947368,0.00131
1955,6,265031.45,288.88428050000005,0.00109
1955,7,279226.23,245.7190824,8.8e-4
1955,8,247773.32,200.6963892,8.1e-4
1955,9,260726.86,161.6506532,6.2e-4
1955,10,259772.12,150.6678296,5.8e-4
1955,11,253797.8,164.96856999999997,6.5e-4
1955,12,240317.35,153.80310400000002,6.4e-4
1955,13,205661.67,127.51023540000001,6.2e-4
1955,14,230166.13,161.116291,7e-4
1955,15,222814.79,162.6547967,7.3e-4
1955,16,188145.79,131.702053,7e-4
1955,17,214904.51,169.7745629,7.9e-4
1955,18,245167.31,218.19890589999997,8.899999999999998e-4
1955,19,262448.03,225.70530580000002,8.6e-4
1955,20,257927.92,247.61080320000002,9.6e-4
1955,21,266375.29,253.0565255,9.5e-4
1955,22,276874.96,318.406204,0.00115
1955,23,259446.99,337.28108699999996,0.0013
1955,24,267425.06,320.91007199999996,0.0012
1955,25,262519.88,367.527832,0.0014
1955,26,251534.43,374.78630069999997,0.00149
1955,27,252561,401.57199,0.00159
1955,28,250941.89,386.45051060000003,0.0015400000000000001
1955,29,244526.37,369.2348187,0.00151
1955,30,245006.49,389.5603191,0.00159
1955,31,236692.45,331.36943,0.0014
1955,32,237339.77,427.21158599999995,0.0018
1955,33,228796.02,420.9846768,0.00184
1955,34,224435.84,410.7175872,0.0018300000000000002
1955,35,217637.89,443.98129560000007,0.00204
1955,36,185632.14,425.0976006,0.00229
1955,37,200314,432.67824,0.00216
1955,38,190065.32,458.05742119999996,0.00241
1955,39,189853.94,451.85237720000003,0.00238
1955,40,200406.6,613.244196,0.00306
1955,41,193210.61,444.38440299999996,0.0023
1955,42,197969.6,595.888496,0.00301
1955,43,192506.19,544.7925177,0.0028299999999999996
1955,44,199990.97,609.9724585,0.00305
1955,45,192975.44,692.7818296,0.0035900000000000003
1955,46,176472.44,675.8894452000001,0.0038300000000000005
1955,47,180642.47,661.1514402,0.00366
1955,48,173098.41,756.4400517,0.00437
1955,49,179417.47,724.8465788000001,0.00404
1955,50,175947.02,923.721855,0.00525
1955,51,166505.37,742.6139502000001,0.00446
1955,52,165371.87,1048.4576557999999,0.006339999999999999
1955,53,158297.48,888.0488628000002,0.00561
1955,54,174574.15,1094.5799205,0.00627
1955,55,167800.86,1300.456665,0.00775
1955,56,128697.5,1042.44975,0.0081
1955,57,131205.63,1064.0776592999998,0.00811
1955,58,133568.94,1359.7318092,0.01018
1955,59,136731.71,1204.6063651,0.00881
1955,60,131560.38,1803.6928098,0.01371
1955,61,119797.22,1360.8964192,0.01136
1955,62,116823.81,1786.2360549,0.01529
1955,63,109514.34,1851.8874894,0.01691
1955,64,114394.13,2033.9276314,0.01778
1955,65,108821.76,2441.9602944,0.022439999999999998
1955,66,99412.91,2279.5380263,0.022930000000000002
1955,67,100926.81,2595.8375532,0.02572
1955,68,93241.84,2711.4727072,0.02908
1955,69,94755.34,2360.3555194,0.02491
1955,70,90078.91,3420.2962127,0.03797
1955,71,78142.95,2554.4930354999997,0.03269
1955,72,71681.23,3235.6907222,0.04514
1955,73,64611.22,3149.1508628,0.04874
1955,74,66490.66,3730.126026,0.0561
1955,75,60324.35,3924.7022110000003,0.06506
1955,76,51413.46,3622.5923915999997,0.07046
1955,77,49870.61,3724.3371548,0.07468
1955,78,44910.55,4249.436241,0.09462
1955,79,41973.06,3409.8913944,0.08124
1955,80,36973.56,4459.011336,0.1206
1955,81,31750.33,2750.5310879000003,0.08663000000000001
1955,82,27481.6,3470.376448,0.12628
1955,83,23647.68,2907.0093024,0.12292999999999998
1955,84,20450.25,3299.6478374999997,0.16135
1955,85,17061.72,2924.2081908,0.17139
1955,86,13406.42,2340.8949961999997,0.17461
1955,87,10494.96,1908.2985767999999,0.18183
1955,88,8512.4,1784.7949079999999,0.20967
1955,89,6918.57,1434.4963037999999,0.20734
1955,90,5432.92,1450.5353108,0.26699
1955,91,4201.46,702.6941850000001,0.16725
1955,92,3307.96,788.0222312,0.23822
1955,93,2580.14,620.3688616,0.24044
1955,94,2042.34,519.9797639999999,0.2546
1955,95,1548.2,490.407832,0.31676
1955,96,1060.79,357.3165036,0.33684
1955,97,683.29,244.28984079999998,0.35752
1955,98,430.12,162.90795,0.37875
1955,99,257.9,103.27863399999998,0.40046
1955,100,498.53,233.1554787,0.4676859541050689
1956,0,283586.4,13912.748784000001,0.04906
1956,1,272180.28,1502.4351456000002,0.00552
1956,2,265764.85,786.6639559999999,0.00296
1956,3,269410.11,525.3497145,0.0019500000000000001
1956,4,259612.19,371.24543170000004,0.00143
1956,5,246528.66,285.9732456,0.00116
1956,6,242158.83,230.05088849999999,9.5e-4
1956,7,266021.58,207.49683240000002,7.8e-4
1956,8,279109.07,170.2565327,6.1e-4
1956,9,247504.24,123.75212,5e-4
1956,10,261075.25,148.8128925,5.7e-4
1956,11,260305.63,132.75587130000002,5.1e-4
1956,12,254364.71,150.0751789,5.9e-4
1956,13,240912.92,127.68384760000001,5.3e-4
1956,14,205727.97,125.49406169999999,6.1e-4
1956,15,229725.17,135.5378503,5.9e-4
