year,age,expos,sex
1978,13,427.3075,f
1978,14,437.4415,f
1978,15,443.717,f
1978,16,439.8235,f
1978,17,440.9605,f
1978,18,440.5365,f
1978,19,432.845,f
1978,20,410.6295,f
1978,21,382.8035,f
1978,22,378.634,f
1978,23,363.0835,f
1978,24,317.23,f
1978,25,301.707,f
1978,26,288.0635,f
1978,27,259.3285,f
1978,28,255.3495,f
1978,29,259.3425,f
1978,30,261.6925,f
1978,31,249.106,f
1978,32,221.323,f
1978,33,209.047,f
1978,34,212.6265,f
1978,35,225.885,f
1978,36,239.4475,f
1978,37,231.632,f
1978,38,222.896,f
1978,39,222.893,f
1978,40,216.9505,f
1978,41,212.8025,f
1978,42,207.822,f
1978,43,201.7915,f
1978,44,189.593,f
1978,45,182.689,f
1978,46,178.684,f
1978,47,166.4025,f
1978,48,160.066,f
1978,49,156.238,f
1978,50,147.269,f
1978,51,140.992,f
1978,52,135.796,f
1978,53,130.103,f
1978,54,129.012,f
1978,55,126.2785,f
1978,56,120.252,f
1978,57,114.417,f
1978,58,101.64,f
1978,59,92.4735,f
1978,60,93.0005,f
1978,61,95.044,f
1978,62,91.2605,f
1978,63,83.1125,f
1978,64,78.424,f
1978,65,75.1705,f
1978,66,71.72,f
1978,67,67.6305,f
1978,68,63.6675,f
1978,69,60.8265,f
1978,70,55.925,f
1978,71,51.6335,f
1978,72,48.996,f
1978,73,43.7625,f
1978,74,38.553,f
1978,75,35.9835,f
1978,76,34.2715,f
1978,77,31.5705,f
1978,78,27.6145,f
1978,79,24.736,f
1978,80,22.4485,f
1978,81,19.9715,f
1978,82,17.1355,f
1978,83,14.4605,f
1978,84,12.1615,f
1978,85,10.181,f
1978,86,8.5065,f
1978,87,7.1255,f
1978,88,5.971,f
1978,89,4.9475,f
1978,90,4.021,f
1978,91,3.1895,f
1978,92,2.453,f
1978,93,1.816,f
1978,94,1.283,f
1978,95,0.8625,f
1978,96,0.5545,f
1978,97,0.349,f
1978,98,0.222,f
1978,99,0.1415,f
1978,100+,0.1495,f
1979,0,398.006,f
1979,1,383.758,f
1979,2,383.8005,f
1979,3,389.1405,f
1979,4,405.235,f
1979,5,425.5955,f
1979,6,447.3195,f
1979,7,462.927,f
1979,8,462.2665,f
1979,9,459.181,f
1979,10,452.821,f
1979,11,433.431,f
1979,12,422.8475,f
1979,13,423.312,f
1979,14,424.266,f
1979,15,431.6945,f
1979,16,436.326,f
1979,17,431.8385,f
1979,18,432.6715,f
1979,19,434.272,f
1979,20,430.471,f
1979,21,411.3355,f
1979,22,385.599,f
1979,23,381.6595,f
1979,24,364.912,f
1979,25,317.5245,f
1979,26,301.806,f
1979,27,287.966,f
1979,28,258.34,f
1979,29,254.1735,f
1979,30,257.2505,f
1979,31,259.005,f
1979,32,247.6725,f
1979,33,221.414,f
1979,34,208.888,f
1979,35,212.0545,f
1979,36,225.8525,f
1979,37,239.3115,f
1979,38,230.567,f
1979,39,221.938,f
1979,40,221.649,f
1979,41,214.676,f
1979,42,210.3945,f
1979,43,206.223,f
1979,44,200.738,f
1979,45,188.0385,f
1979,46,181.469,f
1979,47,177.5905,f
1979,48,164.566,f
1979,49,158.0805,f
1979,50,154.22,f
1979,51,145.186,f
1979,52,139.176,f
1979,53,133.822,f
1979,54,128.527,f
1979,55,128.0475,f
1979,56,124.8555,f
1979,57,118.5945,f
1979,58,112.443,f
1979,59,99.2345,f
1979,60,90.2565,f
1979,61,90.7415,f
1979,62,92.905,f
1979,63,89.3915,f
1979,64,81.332,f
1979,65,76.9125,f
1979,66,73.9195,f
1979,67,70.6345,f
1979,68,66.3435,f
1979,69,62.358,f
1979,70,59.6975,f
1979,71,54.1885,f
1979,72,49.7065,f
1979,73,47.2135,f
1979,74,41.166,f
1979,75,35.34,f
1979,76,33.0245,f
1979,77,31.851,f
1979,78,29.22,f
1979,79,25.0025,f
1979,80,22.2185,f
1979,81,20.169,f
1979,82,17.7895,f
1979,83,14.8925,f
1979,84,12.175,f
1979,85,9.916,f
1979,86,8.0405,f
1979,87,6.5315,f
1979,88,5.3735,f
1979,89,4.467,f
1979,90,3.681,f
1979,91,2.971,f
1979,92,2.3315,f
1979,93,1.7645,f
1979,94,1.27,f
1979,95,0.8625,f
1979,96,0.549,f
1979,97,0.323,f
1979,98,0.1795,f
1979,99,0.1055,f
1979,100+,0.156,f
1980,0,404.249,f
1980,1,387.1435,f
1980,2,376.1295,f
1980,3,377.1145,f
1980,4,385.155,f
1980,5,405.0795,f
1980,6,426.2045,f
1980,7,447.248,f
1980,8,462.5145,f
1980,9,461.635,f
1980,10,459.621,f
1980,11,452.832,f
1980,12,431.5675,f
1980,13,420.058,f
1980,14,420.7775,f
1980,15,420.894,f
1980,16,426.105,f
1980,17,429.617,f
1980,18,424.775,f
1980,19,425.4525,f
1980,20,429.2115,f
1980,21,428.778,f
1980,22,412.269,f
1980,23,388.261,f
1980,24,384.345,f
1980,25,366.4715,f
1980,26,317.6775,f
1980,27,301.854,f
1980,28,287.7905,f
1980,29,257.3805,f
1980,30,253.1715,f
1980,31,255.314,f
1980,32,256.667,f
1980,33,246.574,f
1980,34,221.673,f
1980,35,208.6275,f
1980,36,211.552,f
1980,37,225.821,f
1980,38,239.112,f
1980,39,229.4605,f
1980,40,221.1095,f
1980,41,220.3645,f
1980,42,212.6005,f
1980,43,208.167,f
1980,44,204.7675,f
1980,45,199.6555,f
1980,46,186.5425,f
1980,47,180.31,f
1980,48,176.4745,f
1980,49,162.742,f
1980,50,156.261,f
1980,51,152.283,f
1980,52,143.2575,f
1980,53,137.46,f
1980,54,131.9485,f
1980,55,127.034,f
1980,56,127.0255,f
1980,57,123.349,f
1980,58,116.9575,f
1980,59,110.4745,f
1980,60,96.9245,f
1980,61,88.129,f
1980,62,88.523,f
1980,63,90.8185,f
1980,64,87.528,f
1980,65,79.511,f
1980,66,75.348,f
1980,67,72.604,f
1980,68,69.465,f
1980,69,64.9325,f
1980,70,61.0145,f
1980,71,58.432,f
1980,72,52.3245,f
1980,73,47.7255,f
1980,74,45.328,f
1980,75,38.4525,f
1980,76,32.1785,f
1980,77,30.109,f
1980,78,29.4175,f
1980,79,26.7955,f
1980,80,22.4435,f
1980,81,19.8095,f
1980,82,17.994,f
1980,83,15.7035,f
1980,84,12.7725,f
1980,85,10.0515,f
1980,86,7.8555,f
1980,87,6.1005,f
1980,88,4.7665,f
1980,89,3.829,f
1980,90,3.16,f
1980,91,2.5985,f
1980,92,2.0895,f
1980,93,1.6275,f
1980,94,1.2115,f
1980,95,0.8485,f
1980,96,0.5525,f
1980,97,0.3245,f
1980,98,0.1615,f
1980,99,0.069,f
1980,100+,0.1205,f
1981,0,404.7045,f
1981,1,399.1705,f
1981,2,383.616,f
1981,3,373.06,f
1981,4,374.6505,f
1981,5,384.5535,f
1981,6,406.077,f
1981,7,427.0145,f
1981,8,447.941,f
1981,9,462.6005,f
1981,10,461.8815,f
1981,11,461.068,f
1981,12,452.6375,f
1981,13,430.2,f
1981,14,416.905,f
1981,15,416.1055,f
1981,16,415.948,f
1981,17,422.033,f
1981,18,427.393,f
1981,19,423.5655,f
1981,20,424.9285,f
1981,21,430.9415,f
1981,22,430.674,f
1981,23,414.07,f
1981,24,389.709,f
1981,25,384.8065,f
1981,26,366.305,f
1981,27,316.857,f
1981,28,301.353,f
1981,29,287.0555,f
1981,30,256.545,f
1981,31,253.0015,f
1981,32,254.327,f
1981,33,256.309,f
1981,34,247.272,f
1981,35,222.631,f
1981,36,207.863,f
1981,37,211.361,f
1981,38,225.6755,f
1981,39,238.5025,f
1981,40,228.24,f
1981,41,220.877,f
1981,42,219.0525,f
1981,43,211.711,f
1981,44,206.9995,f
1981,45,204.019,f
1981,46,198.491,f
1981,47,185.4245,f
1981,48,179.455,f
1981,49,175.272,f
1981,50,161.1635,f
1981,51,155.3825,f
1981,52,150.938,f
1981,53,142.2495,f
1981,54,136.391,f
1981,55,130.7215,f
1981,56,125.9795,f
1981,57,125.7025,f
1981,58,121.535,f
1981,59,115.5425,f
1981,60,108.753,f
1981,61,95.339,f
1981,62,86.6425,f
1981,63,86.735,f
1981,64,89.226,f
1981,65,85.9125,f
1981,66,77.6925,f
1981,67,73.718,f
1981,68,71.1265,f
1981,69,67.9895,f
1981,70,63.0815,f
1981,71,59.595,f
1981,72,56.6165,f
1981,73,50.0805,f
1981,74,45.743,f
1981,75,43.2205,f
1981,76,35.6295,f
1981,77,29.742,f
1981,78,27.712,f
1981,79,26.9925,f
1981,80,24.0185,f
1981,81,20.078,f
1981,82,17.762,f
1981,83,16.0905,f
1981,84,13.841,f
1981,85,11.055,f
1981,86,8.528,f
1981,87,6.504,f
1981,88,4.9155,f
1981,89,3.7445,f
1981,90,2.962,f
1981,91,2.421,f
1981,92,1.971,f
1981,93,1.5635,f
1981,94,1.194,f
1981,95,0.8645,f
1981,96,0.584,f
1981,97,0.3605,f
1981,98,0.1955,f
1981,99,0.09,f
1981,100+,0.113,f
1982,0,397.821,f
1982,1,404.0535,f
1982,2,400.5025,f
1982,3,383.887,f
1982,4,373.5955,f
1982,5,375.352,f
1982,6,385.1005,f
1982,7,407.154,f
1982,8,428.536,f
1982,9,449.024,f
1982,10,463.3805,f
1982,11,463.216,f
1982,12,462.2295,f
1982,13,452.957,f
1982,14,428.8355,f
1982,15,411.967,f
1982,16,409.7115,f
1982,17,411.8395,f
1982,18,421.527,f
1982,19,429.966,f
1982,20,427.8725,f
1982,21,430.553,f
1982,22,436.0815,f
1982,23,433.626,f
1982,24,415.058,f
1982,25,389.261,f
1982,26,383.7385,f
1982,27,365.2765,f
1982,28,315.62,f
1982,29,300.3155,f
1982,30,286.3275,f
1982,31,256.439,f
1982,32,253.481,f
1982,33,255.0285,f
1982,34,257.6155,f
1982,35,248.8025,f
1982,36,223.042,f
1982,37,207.4355,f
1982,38,211.145,f
1982,39,225.186,f
1982,40,237.6755,f
1982,41,227.682,f
1982,42,220.443,f
1982,43,218.7725,f
1982,44,211.7625,f
1982,45,206.5935,f
1982,46,203.1545,f
1982,47,197.669,f
1982,48,184.6595,f
1982,49,178.5265,f
1982,50,174.178,f
1982,51,160.4735,f
1982,52,154.968,f
1982,53,150.441,f
1982,54,141.814,f
1982,55,135.9095,f
1982,56,130.014,f
1982,57,124.7295,f
1982,58,124.073,f
1982,59,119.959,f
1982,60,114.2965,f
1982,61,107.682,f
1982,62,94.366,f
1982,63,85.5405,f
1982,64,85.439,f
1982,65,87.925,f
1982,66,84.355,f
1982,67,75.881,f
1982,68,72.02,f
1982,69,69.4815,f
1982,70,66.1235,f
1982,71,61.3,f
1982,72,57.752,f
1982,73,54.466,f
1982,74,47.9225,f
1982,75,43.6395,f
1982,76,40.9425,f
1982,77,33.4995,f
1982,78,27.8735,f
1982,79,25.465,f
1982,80,24.2585,f
1982,81,21.4455,f
1982,82,18.0905,f
1982,83,16.0115,f
1982,84,14.408,f
1982,85,12.341,f
1982,86,9.873,f
1982,87,7.631,f
1982,88,5.817,f
1982,89,4.3835,f
1982,90,3.319,f
1982,91,2.594,f
1982,92,2.0825,f
1982,93,1.657,f
1982,94,1.2775,f
1982,95,0.943,f
1982,96,0.656,f
1982,97,0.423,f
1982,98,0.2505,f
1982,99,0.14,f
1982,100+,0.159,f
1983,0,383.777,f
1983,1,397.838,f
1983,2,407.8315,f
1983,3,402.3905,f
1983,4,384.27,f
1983,5,374.214,f
1983,6,376.113,f
1983,7,385.688,f
1983,8,408.2635,f
1983,9,430.0915,f
1983,10,450.1575,f
1983,11,464.225,f
1983,12,464.6055,f
1983,13,463.4255,f
1983,14,453.2905,f
1983,15,427.4665,f
1983,16,407.0125,f
1983,17,403.291,f
1983,18,407.703,f
1983,19,420.9995,f
1983,20,432.525,f
1983,21,432.177,f
1983,22,436.1835,f
1983,23,441.2345,f
1983,24,436.593,f
1983,25,416.061,f
1983,26,388.8255,f
1983,27,382.6855,f
1983,28,364.259,f
1983,29,314.3925,f
1983,30,299.291,f
1983,31,285.606,f
1983,32,256.341,f
1983,33,253.9655,f
1983,34,255.7275,f
1983,35,258.915,f
1983,36,250.3205,f
1983,37,223.4415,f
1983,38,206.997,f
1983,39,210.9165,f
1983,40,224.6835,f
1983,41,236.8305,f
1983,42,227.1025,f
1983,43,219.988,f
1983,44,218.4655,f
1983,45,211.7875,f
1983,46,206.158,f
1983,47,202.2585,f
1983,48,196.813,f
1983,49,183.8585,f
1983,50,177.565,f
1983,51,173.044,f
1983,52,159.743,f
1983,53,154.514,f
1983,54,149.896,f
1983,55,141.329,f
1983,56,135.3745,f
1983,57,129.249,f
1983,58,123.419,f
1983,59,122.378,f
1983,60,118.306,f
1983,61,112.971,f
1983,62,106.522,f
1983,63,93.2995,f
1983,64,84.35,f
1983,65,84.0445,f
1983,66,86.514,f
1983,67,82.676,f
1983,68,73.9545,f
1983,69,70.211,f
1983,70,67.7195,f
1983,71,64.1285,f
1983,72,59.3725,f
1983,73,55.7555,f
1983,74,52.1415,f
1983,75,45.5855,f
1983,76,41.376,f
1983,77,38.5105,f
1983,78,31.2435,f
1983,79,25.9315,f
1983,80,23.1735,f
1983,81,21.499,f
1983,82,18.847,f
1983,83,16.0905,f
1983,84,14.256,f
1983,85,12.7255,f
1983,86,10.844,f
1983,87,8.701,f
1983,88,6.7535,f
1983,89,5.155,f
1983,90,3.882,f
1983,91,2.9285,f
1983,92,2.2655,f
1983,93,1.787,f
1983,94,1.389,f
1983,95,1.041,f
1983,96,0.7415,f
1983,97,0.4915,f
1983,98,0.297,f
1983,99,0.1665,f
1983,100+,0.197,f
1984,0,364.2355,f
1984,1,382.522,f
1984,2,401.901,f
1984,3,412.0985,f
1984,4,404.379,f
1984,5,384.725,f
1984,6,374.877,f
1984,7,376.895,f
1984,8,386.284,f
1984,9,409.3825,f
1984,10,431.674,f
1984,11,451.335,f
1984,12,465.109,f
1984,13,466.015,f
1984,14,464.622,f
1984,15,453.607,f
1984,16,426.067,f
1984,17,402.017,f
1984,18,396.8285,f
1984,19,403.5275,f
1984,20,420.4405,f
1984,21,435.0635,f
1984,22,436.4685,f
1984,23,441.8055,f
1984,24,446.38,f
1984,25,439.553,f
1984,26,417.056,f
1984,27,388.3825,f
1984,28,381.623,f
1984,29,363.233,f
1984,30,313.156,f
1984,31,298.253,f
1984,32,284.8725,f
1984,33,256.225,f
1984,34,254.427,f
1984,35,256.4015,f
1984,36,260.1865,f
1984,37,251.8115,f
1984,38,223.814,f
1984,39,206.5295,f
1984,40,210.6565,f
1984,41,224.1425,f
1984,42,235.942,f
1984,43,226.477,f
1984,44,219.4835,f
1984,45,218.107,f
1984,46,211.7565,f
1984,47,205.6635,f
1984,48,201.3,f
1984,49,195.893,f
1984,50,182.9925,f
1984,51,176.5325,f
1984,52,171.838,f
1984,53,158.9385,f
1984,54,153.9785,f
1984,55,149.2655,f
1984,56,140.754,f
1984,57,134.745,f
1984,58,128.384,f
1984,59,122.002,f
1984,60,120.564,f
1984,61,116.5275,f
1984,62,111.5105,f
1984,63,105.2205,f
1984,64,92.0955,f
1984,65,83.0155,f
1984,66,82.4905,f
1984,67,84.9275,f
1984,68,80.8235,f
1984,69,71.8605,f
1984,70,68.227,f
1984,71,65.768,f
1984,72,61.925,f
1984,73,57.225,f
1984,74,53.5195,f
1984,75,49.5665,f
1984,76,43.0175,f
1984,77,38.894,f
1984,78,35.891,f
1984,79,28.859,f
1984,80,23.895,f
1984,81,20.8035,f
1984,82,18.6705,f
1984,83,16.198,f
1984,84,14.0475,f
1984,85,12.465,f
1984,86,11.018,f
1984,87,9.3395,f
1984,88,7.5365,f
1984,89,5.8955,f
1984,90,4.5205,f
1984,91,3.4145,f
1984,92,2.574,f
1984,93,1.9755,f
1984,94,1.5335,f
1984,95,1.167,f
1984,96,0.852,f
1984,97,0.584,f
1984,98,0.3645,f
1984,99,0.201,f
1984,100+,0.224,f
1985,0,338.5055,f
1985,1,361.322,f
1985,2,384.7645,f
1985,3,406.246,f
1985,4,416.174,f
1985,5,406.29,f
1985,6,385.367,f
1985,7,375.691,f
1985,8,377.6755,f
1985,9,386.982,f
1985,10,410.656,f
1985,11,433.3845,f
1985,12,452.613,f
1985,13,465.9405,f
1985,14,467.2505,f
1985,15,465.541,f
1985,16,453.6665,f
1985,17,424.5915,f
1985,18,397.454,f
1985,19,391.482,f
1985,20,400.321,f
1985,21,420.488,f
1985,22,437.7555,f
1985,23,440.7375,f
1985,24,447.392,f
1985,25,451.089,f
1985,26,442.277,f
1985,27,417.838,f
1985,28,387.9225,f
1985,29,380.782,f
1985,30,362.4025,f
1985,31,312.0535,f
1985,32,297.481,f
1985,33,284.2245,f
1985,34,256.2445,f
1985,35,254.7895,f
1985,36,257.0535,f
1985,37,261.294,f
1985,38,253.015,f
1985,39,223.8525,f
1985,40,206.1395,f
1985,41,210.3505,f
1985,42,223.608,f
1985,43,235.1105,f
1985,44,225.853,f
1985,45,218.8865,f
1985,46,217.7415,f
1985,47,211.5835,f
1985,48,205.093,f
1985,49,200.2915,f
1985,50,194.9925,f
1985,51,182.085,f
1985,52,175.5005,f
1985,53,170.603,f
1985,54,158.141,f
1985,55,153.316,f
1985,56,148.547,f
1985,57,140.031,f
1985,58,134.0165,f
1985,59,127.3985,f
1985,60,120.5185,f
1985,61,118.7555,f
1985,62,114.773,f
1985,63,110.0055,f
1985,64,103.828,f
1985,65,90.7755,f
1985,66,81.588,f
1985,67,80.884,f
1985,68,83.261,f
1985,69,78.8385,f
1985,70,69.753,f
1985,71,66.1755,f
1985,72,63.725,f
1985,73,59.5965,f
1985,74,54.983,f
1985,75,51.1105,f
1985,76,46.8885,f
1985,77,40.374,f
1985,78,36.3935,f
1985,79,33.228,f
1985,80,26.527,f
1985,81,21.875,f
1985,82,18.4945,f
1985,83,15.964,f
1985,84,13.7245,f
1985,85,12.1235,f
1985,86,10.77,f
1985,87,9.417,f
1985,88,7.95,f
1985,89,6.4735,f
1985,90,5.1175,f
1985,91,3.9515,f
1985,92,3.0005,f
1985,93,2.2645,f
1985,94,1.727,f
1985,95,1.3235,f
1985,96,0.99,f
1985,97,0.7055,f
1985,98,0.467,f
1985,99,0.2755,f
1985,100+,0.273,f
1986,0,329.21,f
1986,1,335.695,f
1986,2,361.454,f
1986,3,386.5805,f
1986,4,409.628,f
1986,5,418.734,f
1986,6,407.6305,f
1986,7,386.8595,f
1986,8,377.104,f
1986,9,378.4235,f
1986,10,388.1945,f
1986,11,412.592,f
1986,12,435.514,f
1986,13,454.047,f
1986,14,466.127,f
1986,15,467.22,f
1986,16,464.7665,f
1986,17,452.378,f
1986,18,423.2295,f
1986,19,396.269,f
1986,20,392.8235,f
1986,21,402.6375,f
1986,22,423.712,f
1986,23,441.0995,f
1986,24,444.7295,f
1986,25,452.2205,f
1986,26,453.1905,f
1986,27,443.4305,f
1986,28,417.3615,f
1986,29,387.4445,f
1986,30,381.1125,f
1986,31,362.553,f
1986,32,311.764,f
1986,33,298.027,f
1986,34,284.0355,f
1986,35,256.7645,f
1986,36,254.54,f
1986,37,257.3635,f
1986,38,261.245,f
1986,39,252.4135,f
1986,40,222.2765,f
1986,41,206.1045,f
1986,42,209.834,f
1986,43,223.177,f
1986,44,234.588,f
1986,45,225.1585,f
1986,46,217.8425,f
1986,47,217.2335,f
1986,48,210.6475,f
1986,49,204.1245,f
1986,50,199.092,f
1986,51,194.1965,f
1986,52,181.007,f
1986,53,174.4975,f
1986,54,169.292,f
1986,55,157.3215,f
1986,56,152.0125,f
1986,57,147.3315,f
1986,58,138.566,f
1986,59,132.7975,f
1986,60,125.8775,f
1986,61,118.877,f
1986,62,117.205,f
1986,63,113.3255,f
1986,64,108.4545,f
1986,65,102.1425,f
1986,66,89.05,f
1986,67,79.9325,f
1986,68,79.2385,f
1986,69,81.371,f
1986,70,76.4545,f
1986,71,67.8105,f
1986,72,64.0395,f
1986,73,61.513,f
1986,74,57.03,f
1986,75,52.6215,f
1986,76,48.29,f
1986,77,44.1415,f
1986,78,37.7145,f
1986,79,33.995,f
1986,80,30.432,f
1986,81,24.3405,f
1986,82,19.794,f
1986,83,16.3495,f
1986,84,13.7455,f
1986,85,11.919,f
1986,86,10.5565,f
1986,87,9.3065,f
1986,88,8.0555,f
1986,89,6.794,f
1986,90,5.539,f
1986,91,4.3655,f
1986,92,3.3515,f
1986,93,2.5205,f
1986,94,1.8745,f
1986,95,1.4005,f
1986,96,1.0475,f
1986,97,0.765,f
1986,98,0.534,f
1986,99,0.354,f
1986,100+,0.389,f
1987,0,332.0585,f
1987,1,326.3185,f
1987,2,335.605,f
1987,3,361.267,f
1987,4,387.697,f
1987,5,411.6275,f
1987,6,420.578,f
1987,7,409.6985,f
1987,8,388.9735,f
1987,9,378.404,f
1987,10,379.567,f
1987,11,389.99,f
1987,12,414.891,f
1987,13,437.8795,f
1987,14,455.0205,f
1987,15,465.3205,f
1987,16,465.736,f
1987,17,462.695,f
1987,18,450.7455,f
1987,19,424.108,f
1987,20,400.7915,f
1987,21,399.08,f
1987,22,407.9825,f
1987,23,427.621,f
1987,24,444.2145,f
1987,25,448.413,f
1987,26,454.6895,f
1987,27,453.9475,f
1987,28,443.354,f
1987,29,416.6575,f
1987,30,387.9525,f
1987,31,382.2975,f
1987,32,363.257,f
1987,33,312.7085,f
1987,34,298.8955,f
1987,35,284.443,f
1987,36,256.688,f
1987,37,254.104,f
1987,38,256.793,f
1987,39,259.711,f
1987,40,250.1045,f
1987,41,221.0845,f
1987,42,205.8345,f
1987,43,209.3435,f
1987,44,223.033,f
1987,45,234.0625,f
1987,46,223.996,f
1987,47,216.77,f
1987,48,216.0075,f
1987,49,209.3315,f
1987,50,202.911,f
1987,51,198.0035,f
1987,52,193.192,f
1987,53,179.9455,f
1987,54,173.3695,f
1987,55,168.037,f
1987,56,155.8975,f
1987,57,150.3055,f
1987,58,145.4125,f
1987,59,136.668,f
1987,60,131.0415,f
1987,61,124.1155,f
1987,62,117.3875,f
1987,63,115.914,f
1987,64,111.822,f
1987,65,106.6255,f
1987,66,100.0355,f
1987,67,87.0395,f
1987,68,78.2125,f
1987,69,77.398,f
1987,70,78.9845,f
1987,71,74.1745,f
1987,72,65.7385,f
1987,73,61.707,f
1987,74,58.992,f
1987,75,54.34,f
1987,76,49.7815,f
1987,77,45.3335,f
1987,78,41.284,f
1987,79,35.1305,f
1987,80,31.3825,f
1987,81,27.7575,f
1987,82,22.04,f
1987,83,17.7705,f
1987,84,14.534,f
1987,85,12.099,f
1987,86,10.4065,f
1987,87,9.158,f
1987,88,8.02,f
1987,89,6.8875,f
1987,90,5.755,f
1987,91,4.638,f
1987,92,3.602,f
1987,93,2.713,f
1987,94,1.99,f
1987,95,1.433,f
1987,96,1.0315,f
1987,97,0.7435,f
1987,98,0.5285,f
1987,99,0.374,f
1987,100+,0.5235,f
1988,0,327.8395,f
1988,1,327.474,f
1988,2,325.871,f
1988,3,335.8245,f
1988,4,361.1325,f
1988,5,388.8555,f
1988,6,413.659,f
1988,7,422.4405,f
1988,8,411.7785,f
1988,9,391.099,f
1988,10,379.7295,f
1988,11,380.749,f
1988,12,391.821,f
1988,13,417.213,f
1988,14,440.2545,f
1988,15,455.9915,f
1988,16,464.5005,f
1988,17,464.231,f
1988,18,460.6015,f
1988,19,449.0945,f
1988,20,424.978,f
1988,21,405.3145,f
1988,22,405.3425,f
1988,23,413.339,f
1988,24,431.543,f
1988,25,447.3435,f
1988,26,452.109,f
1988,27,457.1725,f
1988,28,454.717,f
1988,29,443.2905,f
1988,30,415.966,f
1988,31,388.4705,f
1988,32,383.491,f
1988,33,363.9655,f
1988,34,313.654,f
1988,35,299.7625,f
1988,36,284.8455,f
1988,37,256.6055,f
1988,38,253.6575,f
1988,39,256.209,f
1988,40,258.1625,f
1988,41,247.781,f
1988,42,219.8785,f
1988,43,205.5495,f
1988,44,208.836,f
1988,45,222.869,f
1988,46,233.514,f
1988,47,222.8095,f
1988,48,215.6705,f
1988,49,214.754,f
1988,50,207.9865,f
1988,51,201.6665,f
1988,52,196.882,f
1988,53,192.1505,f
1988,54,178.846,f
1988,55,172.1985,f
1988,56,166.735,f
1988,57,154.4225,f
1988,58,148.5425,f
1988,59,143.4335,f
1988,60,134.706,f
1988,61,129.215,f
1988,62,122.2765,f
1988,63,115.8135,f
1988,64,114.5265,f
1988,65,110.2145,f
1988,66,104.686,f
1988,67,97.819,f
1988,68,84.9295,f
1988,69,76.396,f
1988,70,75.4535,f
1988,71,76.4735,f
1988,72,71.755,f
1988,73,63.519,f
1988,74,59.2115,f
1988,75,56.297,f
1988,76,51.4815,f
1988,77,46.7955,f
1988,78,42.267,f
1988,79,38.3605,f
1988,80,32.523,f
1988,81,28.77,f
1988,82,25.1005,f
1988,83,19.7615,f
1988,84,15.769,f
1988,85,12.7435,f
1988,86,10.484,f
1988,87,8.9355,f
1988,88,7.812,f
1988,89,6.7995,f
1988,90,5.799,f
1988,91,4.804,f
1988,92,3.83,f
1988,93,2.931,f
1988,94,2.1635,f
1988,95,1.544,f
1988,96,1.071,f
1988,97,0.7345,f
1988,98,0.5025,f
1988,99,0.347,f
1988,100+,0.5915,f
1989,0,325.3965,f
1989,1,323.5435,f
1989,2,325.164,f
1989,3,325.7125,f
1989,4,336.0925,f
1989,5,361.036,f
1989,6,390.038,f
1989,7,415.701,f
1989,8,424.3105,f
1989,9,413.8715,f
1989,10,393.2555,f
1989,11,381.099,f
1989,12,381.97,f
1989,13,393.6795,f
1989,14,419.549,f
1989,15,442.6335,f
1989,16,456.9565,f
1989,17,463.668,f
1989,18,462.7135,f
1989,19,458.4995,f
1989,20,447.4445,f
1989,21,425.857,f
1989,22,409.852,f
1989,23,411.624,f
1989,24,418.716,f
1989,25,435.487,f
1989,26,450.4945,f
1989,27,455.828,f
1989,28,459.6775,f
1989,29,455.5085,f
1989,30,443.249,f
1989,31,415.2945,f
1989,32,389.0065,f
1989,33,384.699,f
1989,34,364.6865,f
1989,35,314.6095,f
1989,36,300.635,f
1989,37,285.253,f
1989,38,256.5235,f
1989,39,253.21,f
1989,40,255.624,f
1989,41,256.6115,f
1989,42,245.4535,f
1989,43,218.6685,f
1989,44,205.2585,f
1989,45,208.3215,f
1989,46,222.6965,f
1989,47,232.9545,f
1989,48,221.6115,f
1989,49,214.56,f
1989,50,213.488,f
1989,51,206.6275,f
1989,52,200.407,f
1989,53,195.7425,f
1989,54,191.0885,f
1989,55,177.7235,f
1989,56,171,f
1989,57,165.4025,f
1989,58,152.915,f
1989,59,146.743,f
1989,60,141.413,f
1989,61,132.698,f
1989,62,127.335,f
1989,63,120.3775,f
1989,64,114.172,f
1989,65,113.064,f
1989,66,108.528,f
1989,67,102.6675,f
1989,68,95.526,f
1989,69,82.7515,f
1989,70,74.5115,f
1989,71,73.428,f
1989,72,73.8575,f
1989,73,69.2175,f
1989,74,61.1755,f
1989,75,56.5855,f
1989,76,53.4745,f
1989,77,48.5195,f
1989,78,43.7445,f
1989,79,39.179,f
1989,80,35.456,f
1989,81,29.96,f
1989,82,26.2135,f
1989,83,22.5075,f
1989,84,17.5405,f
1989,85,13.8225,f
1989,86,11.0105,f
1989,87,8.9325,f
1989,88,7.5355,f
1989,89,6.55,f
1989,90,5.675,f
1989,91,4.8145,f
1989,92,3.963,f
1989,93,3.13,f
1989,94,2.3635,f
1989,95,1.71,f
1989,96,1.184,f
1989,97,0.784,f
1989,98,0.502,f
1989,99,0.3175,f
1989,100+,0.591,f
1990,0,323.2315,f
1990,1,321.983,f
1990,2,320.942,f
1990,3,322.9955,f
1990,4,325.3195,f
1990,5,336.009,f
1990,6,360.7625,f
1990,7,390.9995,f
1990,8,417.341,f
1990,9,425.7655,f
1990,10,415.698,f
1990,11,395.0335,f
1990,12,382.1905,f
1990,13,382.963,f
1990,14,395.2,f
