Country,Year,Sex,Age,Exposure,M
Japan,1970,female,0,905417.98,0.011782
Japan,1970,female,1,903220.52,0.001501
Japan,1970,female,2,872075.28,9.13e-4
Japan,1970,female,3,827317.3,6.81e-4
Japan,1970,female,4,770026.75,5.39e-4
Japan,1970,female,5,815479.22,5.1e-4
Japan,1970,female,6,794895.47,4.04e-4
Japan,1970,female,7,778873.78,3.52e-4
Japan,1970,female,8,761065.78,2.84e-4
Japan,1970,female,9,754785.83,2.62e-4
Japan,1970,female,10,763319.28,2.62e-4
Japan,1970,female,11,777193.03,2.34e-4
Japan,1970,female,12,750154.95,2.43e-4
Japan,1970,female,13,758307.58,2.55e-4
Japan,1970,female,14,787769.57,2.74e-4
Japan,1970,female,15,819689.95,3.08e-4
Japan,1970,female,16,839965.55,3.74e-4
Japan,1970,female,17,893191.84,4.41e-4
Japan,1970,female,18,946210.7,4.87e-4
Japan,1970,female,19,1030291.14,5.26e-4
Japan,1970,female,20,1102911.6,6.57e-4
Japan,1970,female,21,1172142.56,6.65e-4
Japan,1970,female,22,1186858.31,6.64e-4
Japan,1970,female,23,1036668.65,7.32e-4
Japan,1970,female,24,732757.98,7.06e-4
Japan,1970,female,25,811204.09,8.15e-4
Japan,1970,female,26,948318.79,8.01e-4
Japan,1970,female,27,923389.66,8.4e-4
Japan,1970,female,28,963848.58,8.7e-4
Japan,1970,female,29,910962.48,9.17e-4
Japan,1970,female,30,838737.32,9.05e-4
Japan,1970,female,31,776462.49,9.03e-4
Japan,1970,female,32,846775.29,0.001047
Japan,1970,female,33,839284.52,0.001163
Japan,1970,female,34,866606.98,0.001121
Japan,1970,female,35,819341.46,0.001246
Japan,1970,female,36,816826.83,0.001352
Japan,1970,female,37,822358.28,0.00144
Japan,1970,female,38,794634.48,0.001489
Japan,1970,female,39,797113.54,0.001606
Japan,1970,female,40,751659.66,0.001751
Japan,1970,female,41,746207.06,0.002
Japan,1970,female,42,715298.29,0.002001
Japan,1970,female,43,722460.24,0.002239
Japan,1970,female,44,711275.05,0.002483
Japan,1970,female,45,679534.23,0.002602
Japan,1970,female,46,650073.63,0.002707
Japan,1970,female,47,629089.39,0.00312
Japan,1970,female,48,613961.73,0.003444
Japan,1970,female,49,595385.83,0.003837
Japan,1970,female,50,579899.73,0.004155
Japan,1970,female,51,509050.64,0.004321
Japan,1970,female,52,508664.1,0.004769
Japan,1970,female,53,509754.39,0.005174
Japan,1970,female,54,507319.69,0.005712
Japan,1970,female,55,488012.36,0.006366
Japan,1970,female,56,484627.62,0.006828
Japan,1970,female,57,474357.31,0.007374
Japan,1970,female,58,471607.4,0.008289
Japan,1970,female,59,452242.49,0.008699
Japan,1970,female,60,435498.79,0.00975
Japan,1970,female,61,416989.53,0.011567
Japan,1970,female,62,395108.07,0.012595
Japan,1970,female,63,376079.61,0.013104
Japan,1970,female,64,332328.05,0.014778
Japan,1970,female,65,326011.56,0.017047
Japan,1970,female,66,321061.8,0.018331
Japan,1970,female,67,319902.85,0.020912
Japan,1970,female,68,309994.32,0.024013
Japan,1970,female,69,294800.44,0.025563
Japan,1970,female,70,272726.43,0.028813
Japan,1970,female,71,248174.84,0.033404
Japan,1970,female,72,231594.57,0.038987
Japan,1970,female,73,213536.56,0.042102
Japan,1970,female,74,197022.36,0.04922
Japan,1970,female,75,180152.39,0.054584
Japan,1970,female,76,161339.15,0.061476
Japan,1970,female,77,145502.16,0.068614
Japan,1970,female,78,128732.57,0.077902
Japan,1970,female,79,115186.72,0.084032
Japan,1970,female,80,106875.36,0.096697
Japan,1970,female,81,96275.59,0.107281
Japan,1970,female,82,79915.63,0.120632
Japan,1970,female,83,65946.74,0.135582
Japan,1970,female,84,54977.2,0.142313
Japan,1970,female,85,45220,0.16634
Japan,1970,female,86,38010.85,0.186967
Japan,1970,female,87,30753.54,0.201686
Japan,1970,female,88,24031.83,0.213437
Japan,1970,female,89,18488.31,0.24086
Japan,1970,female,90,13678.44,0.264935
Japan,1970,female,91,10052.13,0.288667
Japan,1970,female,92,7096.25,0.318275
Japan,1970,female,93,5010.32,0.348569
Japan,1970,female,94,3322.5,0.341394
Japan,1970,female,95,2048.25,0.389699
Japan,1970,female,96,1299.23,0.408033
Japan,1970,female,97,778.39,0.418916
Japan,1970,female,98,422.7,0.480364
Japan,1970,female,99,222.71,0.467068
Japan,1970,female,100,126.33,0.578025
Japan,1970,female,101,74.81,0.601791
Japan,1970,female,102,33.72,0.652367
Japan,1970,female,103,15.8,0.696056
Japan,1970,female,104,6.99,1.002147
Japan,1970,female,105,5.49,0.729262
Japan,1970,female,106,2.83,0.353565
Japan,1970,female,107,1.49,0
Japan,1970,female,108,0.99,0
Japan,1970,female,109,0,NA
Japan,1970,female,110,0.67,1.5
Japan,1970,male,0,960246.46,0.015371
Japan,1970,male,1,952678.49,0.001849
Japan,1970,male,2,916373.54,0.001189
Japan,1970,male,3,869486.69,9.05e-4
Japan,1970,male,4,806588.35,8.72e-4
Japan,1970,male,5,853702.32,7.52e-4
Japan,1970,male,6,831265.88,7.13e-4
Japan,1970,male,7,813570.9,5.44e-4
Japan,1970,male,8,795144.11,4.81e-4
Japan,1970,male,9,787854.8,4.15e-4
Japan,1970,male,10,794988.17,3.46e-4
Japan,1970,male,11,807702.14,3.83e-4
Japan,1970,male,12,778901.97,4.59e-4
Japan,1970,male,13,787914.19,4.37e-4
Japan,1970,male,14,817765.19,4.49e-4
Japan,1970,male,15,846882.02,5.79e-4
Japan,1970,male,16,861021.64,9.92e-4
Japan,1970,male,17,908476.17,0.001265
Japan,1970,male,18,956094.39,0.001211
Japan,1970,male,19,1034741.88,0.001272
Japan,1970,male,20,1101561.26,0.001304
Japan,1970,male,21,1165864.85,0.001353
Japan,1970,male,22,1179485.37,0.001376
Japan,1970,male,23,1030791.17,0.001245
Japan,1970,male,24,726710.27,0.001237
Japan,1970,male,25,799828.96,0.001405
Japan,1970,male,26,932345.8,0.001371
Japan,1970,male,27,910440.65,0.001505
Japan,1970,male,28,955228.58,0.001434
Japan,1970,male,29,905213.14,0.001509
Japan,1970,male,30,833950.95,0.001644
Japan,1970,male,31,771460.24,0.001497
Japan,1970,male,32,841932.82,0.001674
Japan,1970,male,33,839523.96,0.001806
Japan,1970,male,34,871210.93,0.001979
Japan,1970,male,35,824118.82,0.002197
Japan,1970,male,36,821369.59,0.002269
Japan,1970,male,37,829570.87,0.002587
Japan,1970,male,38,804683.4,0.002677
Japan,1970,male,39,806713.86,0.002955
Japan,1970,male,40,758800.27,0.003079
Japan,1970,male,41,751425.31,0.003365
Japan,1970,male,42,716499.07,0.003501
Japan,1970,male,43,712154.07,0.003733
Japan,1970,male,44,682419.26,0.004127
Japan,1970,male,45,627266.12,0.004361
Japan,1970,male,46,562225.52,0.004773
Japan,1970,male,47,505434.41,0.004891
Japan,1970,male,48,475113.05,0.005536
Japan,1970,male,49,459140,0.005992
Japan,1970,male,50,456058.21,0.006647
Japan,1970,male,51,410285.71,0.007426
Japan,1970,male,52,416071.6,0.00784
Japan,1970,male,53,422190.75,0.008636
Japan,1970,male,54,426634.39,0.009473
Japan,1970,male,55,415964.33,0.010558
Japan,1970,male,56,415138.79,0.011775
Japan,1970,male,57,405481.43,0.013257
Japan,1970,male,58,403203.73,0.01435
Japan,1970,male,59,391238.52,0.016086
Japan,1970,male,60,380551.74,0.017534
Japan,1970,male,61,368096.4,0.01989
Japan,1970,male,62,353489.63,0.022096
Japan,1970,male,63,340132.54,0.023976
Japan,1970,male,64,300557.92,0.027126
Japan,1970,male,65,293277.78,0.03055
Japan,1970,male,66,287988.87,0.034017
Japan,1970,male,67,282769.34,0.037338
Japan,1970,male,68,270920.98,0.041831
Japan,1970,male,69,253811.47,0.045439
Japan,1970,male,70,231666.14,0.049925
Japan,1970,male,71,208011.66,0.055146
Japan,1970,male,72,190090.23,0.062667
Japan,1970,male,73,171354.65,0.067276
Japan,1970,male,74,154276.06,0.076812
Japan,1970,male,75,137586.76,0.085417
Japan,1970,male,76,119635.94,0.090862
Japan,1970,male,77,104244.17,0.102953
Japan,1970,male,78,89057.76,0.110058
Japan,1970,male,79,76300.99,0.117623
Japan,1970,male,80,68537.5,0.132188
Japan,1970,male,81,59093.52,0.14681
Japan,1970,male,82,46414.48,0.158364
Japan,1970,male,83,35978.65,0.175144
Japan,1970,male,84,28271.98,0.179166
Japan,1970,male,85,21931.09,0.209428
Japan,1970,male,86,17435.87,0.23317
Japan,1970,male,87,13351.04,0.241314
Japan,1970,male,88,9868.62,0.267138
Japan,1970,male,89,7146.93,0.293807
Japan,1970,male,90,5025.96,0.30767099999999997
Japan,1970,male,91,3488.26,0.336564
Japan,1970,male,92,2354.76,0.331109
Japan,1970,male,93,1591.2,0.36859
Japan,1970,male,94,1041.19,0.437377
Japan,1970,male,95,627.58,0.424217
Japan,1970,male,96,389.42,0.429234
Japan,1970,male,97,214.31,0.4717
Japan,1970,male,98,115.23,0.477726
Japan,1970,male,99,73.8,0.501773
Japan,1970,male,100,43.18,0.463605
Japan,1970,male,101,21.42,0.420602
Japan,1970,male,102,11.14,0.448967
Japan,1970,male,103,6.49,0.308404
Japan,1970,male,104,2.66,0.376412
Japan,1970,male,105,0.5,0
Japan,1970,male,106,0.83,1.2
Japan,1970,male,107,0.5,0
Japan,1970,male,108,0,NA
Japan,1970,male,109,0,NA
Japan,1970,male,110,0,NA
Japan,1970,total,0,1865664.44,0.013629
Japan,1970,total,1,1855899.01,0.001679
Japan,1970,total,2,1788448.82,0.001055
Japan,1970,total,3,1696803.99,7.96e-4
Japan,1970,total,4,1576615.1,7.1e-4
Japan,1970,total,5,1669181.55,6.34e-4
Japan,1970,total,6,1626161.35,5.62e-4
Japan,1970,total,7,1592444.68,4.5e-4
Japan,1970,total,8,1556209.89,3.85e-4
Japan,1970,total,9,1542640.63,3.41e-4
Japan,1970,total,10,1558307.45,3.05e-4
Japan,1970,total,11,1584895.17,3.1e-4
Japan,1970,total,12,1529056.92,3.53e-4
Japan,1970,total,13,1546221.77,3.48e-4
Japan,1970,total,14,1605534.77,3.63e-4
Japan,1970,total,15,1666571.97,4.46e-4
Japan,1970,total,16,1700987.2,6.87e-4
Japan,1970,total,17,1801668.01,8.56e-4
Japan,1970,total,18,1902305.09,8.51e-4
Japan,1970,total,19,2065033.02,9e-4
Japan,1970,total,20,2204472.86,9.8e-4
Japan,1970,total,21,2338007.42,0.001008
Japan,1970,total,22,2366343.68,0.001019
Japan,1970,total,23,2067459.82,9.88e-4
Japan,1970,total,24,1459468.25,9.7e-4
Japan,1970,total,25,1611033.05,0.001108
Japan,1970,total,26,1880664.58,0.001083
Japan,1970,total,27,1833830.31,0.00117
Japan,1970,total,28,1919077.16,0.001151
Japan,1970,total,29,1816175.62,0.001212
Japan,1970,total,30,1672688.27,0.001274
Japan,1970,total,31,1547922.74,0.001199
Japan,1970,total,32,1688708.11,0.001359
Japan,1970,total,33,1678808.47,0.001485
Japan,1970,total,34,1737817.91,0.001551
Japan,1970,total,35,1643460.28,0.001723
Japan,1970,total,36,1638196.42,0.001812
Japan,1970,total,37,1651929.14,0.002016
Japan,1970,total,38,1599317.88,0.002087
Japan,1970,total,39,1603827.4,0.002285
Japan,1970,total,40,1510459.93,0.002418
Japan,1970,total,41,1497632.38,0.002685
Japan,1970,total,42,1431797.36,0.002751
Japan,1970,total,43,1434614.31,0.00298
Japan,1970,total,44,1393694.31,0.003288
Japan,1970,total,45,1306800.35,0.003446
Japan,1970,total,46,1212299.14,0.003665
Japan,1970,total,47,1134523.8,0.003909
Japan,1970,total,48,1089074.78,0.004357
Japan,1970,total,49,1054525.83,0.004776
Japan,1970,total,50,1035957.94,0.005252
Japan,1970,total,51,919336.34,0.005706
Japan,1970,total,52,924735.7,0.00615
Japan,1970,total,53,931945.14,0.006743
Japan,1970,total,54,933954.08,0.00743
Japan,1970,total,55,903976.69,0.008295
Japan,1970,total,56,899766.41,0.00911
Japan,1970,total,57,879838.75,0.010085
Japan,1970,total,58,874811.13,0.011082
Japan,1970,total,59,843481.02,0.012125
Japan,1970,total,60,816050.53,0.01338
Japan,1970,total,61,785085.93,0.015469
Japan,1970,total,62,748597.7,0.017081
Japan,1970,total,63,716212.15,0.018267
Japan,1970,total,64,632885.97,0.020642
Japan,1970,total,65,619289.34,0.023442
Japan,1970,total,66,609050.67,0.025748
Japan,1970,total,67,602672.19,0.028619
Japan,1970,total,68,580915.3,0.032323
Japan,1970,total,69,548611.91,0.034758
Japan,1970,total,70,504392.57,0.03851
Japan,1970,total,71,456186.51,0.043318
Japan,1970,total,72,421684.79,0.049662
Japan,1970,total,73,384891.21,0.053309
Japan,1970,total,74,351298.41,0.061337
Japan,1970,total,75,317739.15,0.067935
Japan,1970,total,76,280975.09,0.073988
Japan,1970,total,77,249746.33,0.082947
Japan,1970,total,78,217790.33,0.091051000000000007
Japan,1970,total,79,191487.72,0.097417
Japan,1970,total,80,175412.87,0.110564
Japan,1970,total,81,155369.11,0.122316
Japan,1970,total,82,126330.1,0.134495
Japan,1970,total,83,101925.39,0.149547
Japan,1970,total,84,83249.18,0.154828
Japan,1970,total,85,67151.08,0.180412
Japan,1970,total,86,55446.71,0.201496
Japan,1970,total,87,44104.58,0.213682
Japan,1970,total,88,33900.44,0.229069
Japan,1970,total,89,25635.24,0.255622
Japan,1970,total,90,18704.39,0.276418
Japan,1970,total,91,13540.38,0.301006
Japan,1970,total,92,9451,0.321473
Japan,1970,total,93,6601.52,0.353395
Japan,1970,total,94,4363.68,0.364295
Japan,1970,total,95,2675.83,0.397795
Japan,1970,total,96,1688.65,0.412922
Japan,1970,total,97,992.7,0.430311
Japan,1970,total,98,537.93,0.479799
Japan,1970,total,99,296.51,0.475706
Japan,1970,total,100,169.51,0.548876
Japan,1970,total,101,96.23,0.561458
Japan,1970,total,102,44.86,0.601872
Japan,1970,total,103,22.29,0.583265
Japan,1970,total,104,9.64,0.829732
Japan,1970,total,105,5.98,0.668896
Japan,1970,total,106,3.66,0.546199
Japan,1970,total,107,1.99,0
Japan,1970,total,108,0.99,0
Japan,1970,total,109,0,NA
Japan,1970,total,110,0.67,1.5
Japan,1971,female,0,933381.89,0.011266
Japan,1971,female,1,903541.16,0.001549
Japan,1971,female,2,901635.06,8.52e-4
Japan,1971,female,3,866666.2,6.3e-4
Japan,1971,female,4,835744.43,4.89e-4
Japan,1971,female,5,767688.44,4.52e-4
Japan,1971,female,6,815866.25,4.01e-4
Japan,1971,female,7,795018.67,3.37e-4
Japan,1971,female,8,778976.88,3.08e-4
Japan,1971,female,9,761142.62,2.4e-4
Japan,1971,female,10,754825.99,2.7e-4
Japan,1971,female,11,763147.28,1.87e-4
Japan,1971,female,12,777349.2,2.28e-4
Japan,1971,female,13,750418.33,2.45e-4
Japan,1971,female,14,758664.19,2.62e-4
Japan,1971,female,15,787872.62,3.06e-4
Japan,1971,female,16,819097.31,3.25e-4
Japan,1971,female,17,838397.3,4.1e-4
Japan,1971,female,18,891715.72,3.99e-4
Japan,1971,female,19,945474.52,5.25e-4
Japan,1971,female,20,1029901.17,5.94e-4
Japan,1971,female,21,1102117.32,6.1e-4
Japan,1971,female,22,1171725.81,6.61e-4
Japan,1971,female,23,1186456.18,6.97e-4
Japan,1971,female,24,1036363.19,6.51e-4
Japan,1971,female,25,732286.95,7.43e-4
Japan,1971,female,26,811804.26,7.4e-4
Japan,1971,female,27,949265.2,8.14e-4
Japan,1971,female,28,923907.03,7.98e-4
Japan,1971,female,29,964047.09,7.91e-4
Japan,1971,female,30,911268.61,8.96e-4
Japan,1971,female,31,838626.57,9.17e-4
Japan,1971,female,32,776164.84,9.46e-4
Japan,1971,female,33,846096.13,0.00103
Japan,1971,female,34,838372.76,0.001135
Japan,1971,female,35,866122.1,0.001094
Japan,1971,female,36,819095.21,0.001231
Japan,1971,female,37,816144.04,0.001317
Japan,1971,female,38,821292.84,0.001483
Japan,1971,female,39,793553.79,0.00149
Japan,1971,female,40,796042.13,0.00163
Japan,1971,female,41,750278.29,0.001737
Japan,1971,female,42,745383.7,0.001895
Japan,1971,female,43,714875.67,0.002132
Japan,1971,female,44,722114.64,0.002305
Japan,1971,female,45,710070.8,0.002464
Japan,1971,female,46,678048.04,0.002612
Japan,1971,female,47,648305.59,0.002833
Japan,1971,female,48,626963.92,0.003063
Japan,1971,female,49,612140.22,0.003403
Japan,1971,female,50,593628.17,0.003772
Japan,1971,female,51,577867.74,0.004092
Japan,1971,female,52,506754.26,0.00462
Japan,1971,female,53,506329.46,0.005016
Japan,1971,female,54,507200.54,0.005451
Japan,1971,female,55,504226.94,0.005659
Japan,1971,female,56,485700.94,0.006431
Japan,1971,female,57,482543.44,0.00689
Japan,1971,female,58,472391.75,0.007349
Japan,1971,female,59,468592.36,0.008141
Japan,1971,female,60,449099.74,0.009009
Japan,1971,female,61,432187.49,0.010268
Japan,1971,female,62,412976.39,0.011189
Japan,1971,female,63,390593.17,0.012765
Japan,1971,female,64,371657.64,0.013814
Japan,1971,female,65,327980.16,0.015321
Japan,1971,female,66,321009.7,0.017436
Japan,1971,female,67,315778.71,0.019555
Japan,1971,female,68,313588.9,0.02225
Japan,1971,female,69,303224.1,0.024135
Japan,1971,female,70,287795.32,0.026569
Japan,1971,female,71,264863.79,0.028938
Japan,1971,female,72,240291.25,0.03394
Japan,1971,female,73,223366.49,0.040936
Japan,1971,female,74,204909.85,0.043657
Japan,1971,female,75,188158.72,0.049819
Japan,1971,female,76,170902.09,0.056429
Japan,1971,female,77,151917.35,0.063698
Japan,1971,female,78,135978.79,0.070966
Japan,1971,female,79,119279.56,0.080147
Japan,1971,female,80,104166.47,0.088597
Japan,1971,female,81,96754.27,0.103551
Japan,1971,female,82,86257.36,0.110969
Japan,1971,female,83,70782.1,0.12507
Japan,1971,female,84,57624.55,0.140888
Japan,1971,female,85,47239.98,0.150961
Japan,1971,female,86,38215.93,0.169177
Japan,1971,female,87,31679.59,0.185961
Japan,1971,female,88,25138.78,0.202357
Japan,1971,female,89,19322.44,0.222945
Japan,1971,female,90,14556.77,0.243165
Japan,1971,female,91,10545.74,0.266131
Japan,1971,female,92,7507.23,0.298704
Japan,1971,female,93,5173.98,0.30814
Japan,1971,female,94,3600.67,0.333891
Japan,1971,female,95,2332.95,0.352412
Japan,1971,female,96,1408.27,0.379267
Japan,1971,female,97,866.8,0.400402
Japan,1971,female,98,511,0.409083
Japan,1971,female,99,264.16,0.514943
Japan,1971,female,100,134.19,0.380133
Japan,1971,female,101,77.98,0.461637
Japan,1971,female,102,40.14,0.498277
Japan,1971,female,103,21.22,0.47118
Japan,1971,female,104,7.3,0.684619
Japan,1971,female,105,2.82,0.35482
Japan,1971,female,106,2.82,1.774098
Japan,1971,female,107,0.83,1.207243
Japan,1971,female,108,0.99,0
Japan,1971,female,109,0.99,0
Japan,1971,female,110,0,NA
Japan,1971,male,0,990173.84,0.014444
Japan,1971,male,1,953050.86,0.001715
Japan,1971,male,2,948856.67,0.001087
Japan,1971,male,3,910916.38,8.88e-4
Japan,1971,male,4,876996.14,7.34e-4
Japan,1971,male,5,804396.34,6.69e-4
Japan,1971,male,6,854436.47,6.58e-4
Japan,1971,male,7,831672.96,5.41e-4
Japan,1971,male,8,814096.31,4.44e-4
Japan,1971,male,9,795586.39,3.89e-4
Japan,1971,male,10,788274.72,3.49e-4
Japan,1971,male,11,795116.93,3.22e-4
Japan,1971,male,12,808111.49,3.57e-4
Japan,1971,male,13,779105.5,3.71e-4
Japan,1971,male,14,787556.1,4.17e-4
Japan,1971,male,15,816245.37,5.7e-4
Japan,1971,male,16,844386.08,0.001158
Japan,1971,male,17,857341.12,0.001334
Japan,1971,male,18,904602.29,0.001278
Japan,1971,male,19,952839.68,0.001221
Japan,1971,male,20,1032488.87,0.001212
Japan,1971,male,21,1099624.42,0.001175
Japan,1971,male,22,1165167.81,0.001293
Japan,1971,male,23,1179818.76,0.00127
Japan,1971,male,24,1032281.92,0.001294
Japan,1971,male,25,727758.26,0.001271
Japan,1971,male,26,801856.62,0.001329
Japan,1971,male,27,935332.25,0.001312
Japan,1971,male,28,913219.85,0.001405
Japan,1971,male,29,957553.22,0.001327
Japan,1971,male,30,907088.78,0.001415
Japan,1971,male,31,835078.05,0.001515
Japan,1971,male,32,772217.95,0.001612
Japan,1971,male,33,842164.95,0.00174
Japan,1971,male,34,839214.08,0.00188
Japan,1971,male,35,870813.73,0.002042
Japan,1971,male,36,823805.23,0.002182
Japan,1971,male,37,820611.34,0.002379
Japan,1971,male,38,828306.91,0.002587
Japan,1971,male,39,803241.56,0.002867
Japan,1971,male,40,804937.32,0.003103
Japan,1971,male,41,756678.37,0.003157
Japan,1971,male,42,749751.01,0.003446
Japan,1971,male,43,714928.71,0.003737
Japan,1971,male,44,710433.71,0.003906
Japan,1971,male,45,680006.87,0.004132
Japan,1971,male,46,624860.63,0.004526
Japan,1971,male,47,559585.84,0.004821
Japan,1971,male,48,502669.01,0.005138
Japan,1971,male,49,472548.28,0.005517
Japan,1971,male,50,456560.3,0.006332
Japan,1971,male,51,453067.32,0.006816
Japan,1971,male,52,407000.15,0.007467
Japan,1971,male,53,412760.36,0.008117
Japan,1971,male,54,418662.23,0.008768
Japan,1971,male,55,422389.69,0.009754
Japan,1971,male,56,412008.62,0.010821
Japan,1971,male,57,410921.86,0.01243
Japan,1971,male,58,401214.92,0.013344
Japan,1971,male,59,397811.31,0.015156
Japan,1971,male,60,385204.61,0.016455
Japan,1971,male,61,374250.68,0.01845
Japan,1971,male,62,361037.61,0.020467
Japan,1971,male,63,345580.11,0.022448
Japan,1971,male,64,332132.41,0.024288
Japan,1971,male,65,292638.32,0.027754
Japan,1971,male,66,284620.12,0.030878
Japan,1971,male,67,278671.2,0.034352
Japan,1971,male,68,272637.14,0.038431
Japan,1971,male,69,260134.93,0.042378
Japan,1971,male,70,242801.71,0.045737
Japan,1971,male,71,220369.64,0.050007
Japan,1971,male,72,196834.85,0.056439
Japan,1971,male,73,178996.75,0.063371
Japan,1971,male,74,160272.19,0.069208
Japan,1971,male,75,143223.09,0.07746
Japan,1971,male,76,126852.15,0.085342
Japan,1971,male,77,109316.94,0.093612
Japan,1971,male,78,94393.69,0.103843
Japan,1971,male,79,79851,0.113744
Japan,1971,male,80,67105.55,0.124044
Japan,1971,male,81,59818.87,0.139271
Japan,1971,male,82,50970.88,0.150921
Japan,1971,male,83,39590.71,0.163642
Japan,1971,male,84,30226.4,0.181927
Japan,1971,male,85,23363.9,0.189961
Japan,1971,male,86,17727.06,0.216606
Japan,1971,male,87,13861.51,0.238676
Japan,1971,male,88,10395.03,0.253093
Japan,1971,male,89,7551.43,0.268754
Japan,1971,male,90,5345.82,0.291467
Japan,1971,male,91,3707.57,0.300413
Japan,1971,male,92,2501.31,0.357673
Japan,1971,male,93,1666.37,0.334505
Japan,1971,male,94,1095.64,0.351649
Japan,1971,male,95,688.24,0.4115
Japan,1971,male,96,401.9,0.473105
Japan,1971,male,97,255.14,0.38046
Japan,1971,male,98,134.25,0.514339
Japan,1971,male,99,74.7,0.348327
Japan,1971,male,100,47.44,0.527385
Japan,1971,male,101,27.17,0.220845
Japan,1971,male,102,15.59,0.384944
Japan,1971,male,103,6.64,0.452034
Japan,1971,male,104,4.65,0.214977
Japan,1971,male,105,2.16,0.463679
Japan,1971,male,106,0.5,0
Japan,1971,male,107,0.5,0
Japan,1971,male,108,0.5,0
Japan,1971,male,109,0,NA
Japan,1971,male,110,0,NA
Japan,1971,total,0,1923555.73,0.012902
Japan,1971,total,1,1856592.02,0.001634
Japan,1971,total,2,1850491.73,9.73e-4
Japan,1971,total,3,1777582.58,7.62e-4
Japan,1971,total,4,1712740.58,6.15e-4
Japan,1971,total,5,1572084.79,5.63e-4
Japan,1971,total,6,1670302.72,5.33e-4
Japan,1971,total,7,1626691.63,4.42e-4
Japan,1971,total,8,1593073.19,3.77e-4
Japan,1971,total,9,1556729.01,3.16e-4
Japan,1971,total,10,1543100.72,3.11e-4
Japan,1971,total,11,1558264.21,2.56e-4
Japan,1971,total,12,1585460.68,2.93e-4
Japan,1971,total,13,1529523.83,3.09e-4
Japan,1971,total,14,1546220.28,3.41e-4
Japan,1971,total,15,1604117.99,4.4e-4
Japan,1971,total,16,1663483.39,7.48e-4
Japan,1971,total,17,1695738.42,8.77e-4
Japan,1971,total,18,1796318.01,8.42e-4
Japan,1971,total,19,1898314.2,8.74e-4
Japan,1971,total,20,2062390.04,9.03e-4
Japan,1971,total,21,2201741.73,8.92e-4
Japan,1971,total,22,2336893.62,9.76e-4
Japan,1971,total,23,2366274.93,9.83e-4
Japan,1971,total,24,2068645.12,9.72e-4
Japan,1971,total,25,1460045.21,0.001006
Japan,1971,total,26,1613660.89,0.001033
Japan,1971,total,27,1884597.45,0.001061
Japan,1971,total,28,1837126.88,0.0011
Japan,1971,total,29,1921600.32,0.001058
Japan,1971,total,30,1818357.39,0.001155
Japan,1971,total,31,1673704.63,0.001215
Japan,1971,total,32,1548382.79,0.001278
Japan,1971,total,33,1688261.08,0.001384
Japan,1971,total,34,1677586.84,0.001508
Japan,1971,total,35,1736935.82,0.001569
Japan,1971,total,36,1642900.44,0.001708
Japan,1971,total,37,1636755.38,0.00185
Japan,1971,total,38,1649599.75,0.002037
Japan,1971,total,39,1596795.35,0.002182
Japan,1971,total,40,1600979.45,0.00237
Japan,1971,total,41,1506956.66,0.00245
Japan,1971,total,42,1495134.71,0.002673
Japan,1971,total,43,1429804.38,0.002935
Japan,1971,total,44,1432548.35,0.003099
Japan,1971,total,45,1390077.67,0.00328
Japan,1971,total,46,1302908.67,0.00353
Japan,1971,total,47,1207891.43,0.003754
Japan,1971,total,48,1129632.93,0.003986
Japan,1971,total,49,1084688.5,0.004324
Japan,1971,total,50,1050188.47,0.004885
Japan,1971,total,51,1030935.06,0.005289
Japan,1971,total,52,913754.4,0.005889
Japan,1971,total,53,919089.82,0.006408
Japan,1971,total,54,925862.77,0.00695
Japan,1971,total,55,926616.63,0.007526
Japan,1971,total,56,897709.57,0.008446
Japan,1971,total,57,893465.3,0.009438
Japan,1971,total,58,873606.67,0.010102
Japan,1971,total,59,866403.67,0.011362
Japan,1971,total,60,834304.36,0.012447
Japan,1971,total,61,806438.17,0.014065
Japan,1971,total,62,774013.99,0.015517
Japan,1971,total,63,736173.28,0.017311
Japan,1971,total,64,703790.05,0.018757
Japan,1971,total,65,620618.48,0.021184
Japan,1971,total,66,605629.82,0.023753
Japan,1971,total,67,594449.91,0.026492
Japan,1971,total,68,586226.04,0.029775
Japan,1971,total,69,563359.03,0.032559
Japan,1971,total,70,530597.03,0.035341
Japan,1971,total,71,485233.44,0.038506
Japan,1971,total,72,437126.11,0.044071
Japan,1971,total,73,402363.24,0.050917
Japan,1971,total,74,365182.04,0.054871
Japan,1971,total,75,331381.81,0.061765
Japan,1971,total,76,297754.24,0.068747
Japan,1971,total,77,261234.29,0.076216
Japan,1971,total,78,230372.48,0.084437
Japan,1971,total,79,199130.56,0.093619
Japan,1971,total,80,171272.02,0.102485
Japan,1971,total,81,156573.14,0.117198
Japan,1971,total,82,137228.23,0.125808
Japan,1971,total,83,110372.81,0.138906
Japan,1971,total,84,87850.95,0.155008
Japan,1971,total,85,70603.88,0.163867
Japan,1971,total,86,55942.99,0.184206
Japan,1971,total,87,45541.1,0.202006
Japan,1971,total,88,35533.81,0.217199
Japan,1971,total,89,26873.88,0.235817
Japan,1971,total,90,19902.6,0.256139
Japan,1971,total,91,14253.31,0.275048
Japan,1971,total,92,10008.53,0.313442
Japan,1971,total,93,6840.36,0.314563
Japan,1971,total,94,4696.31,0.338034
Japan,1971,total,95,3021.19,0.365873
Japan,1971,total,96,1810.17,0.400101
Japan,1971,total,97,1121.94,0.395867
Japan,1971,total,98,645.25,0.430982
