ccaa;sexo;edad;Deaths_Low;Deaths_High;Pop_Low;Pop_High
15;6;96;280;15;1058;74
15;6;97;216;23;756;77
15;6;98;155;21;562;52
15;6;99;136;20;406;42
15;6;100;277;47;636;74
16;1;35;13;14;15692;44633
16;1;36;19;28;16856;47320
16;1;37;12;23;17257;50684
16;1;38;19;36;17873;53031
16;1;39;27;30;18103;54512
16;1;40;27;41;19194;53989
16;1;41;26;36;19469;53577
16;1;42;40;38;19442;53334
16;1;43;35;49;19447;52713
16;1;44;45;43;19391;51873
16;1;45;56;46;19404;50901
16;1;46;54;77;19718;49940
16;1;47;59;76;19955;49343
16;1;48;101;97;19807;49213
16;1;49;87;91;20311;48680
16;1;50;94;109;20194;48588
16;1;51;111;140;19878;48018
16;1;52;114;160;20353;46429
16;1;53;112;149;20672;44719
16;1;54;131;165;21076;43252
16;1;55;165;140;22083;41674
16;1;56;169;165;22665;40415
16;1;57;198;212;22696;39371
16;1;58;195;219;22268;37899
16;1;59;200;226;22543;35378
16;1;60;232;195;22613;33183
16;1;61;236;228;22922;31132
16;1;62;301;212;23226;29245
16;1;63;261;241;23687;27489
16;1;64;275;262;23926;26529
16;1;65;349;252;23894;26130
16;1;66;369;277;24772;24906
16;1;67;426;268;25112;23863
16;1;68;422;285;25793;21989
16;1;69;508;247;25942;20046
16;1;70;511;291;25349;18789
16;1;71;556;306;25510;16367
16;1;72;533;293;23914;14866
16;1;73;551;274;22587;13564
16;1;74;567;271;21196;11909
16;1;75;606;269;19126;11035
16;1;76;647;261;19440;9255
16;1;77;772;271;19834;7867
16;1;78;830;270;19470;8076
16;1;79;942;299;20740;7323
16;1;80;1081;302;20708;7230
16;1;81;1212;348;20131;6875
16;1;82;1368;356;19157;6224
16;1;83;1309;377;17983;5384
16;1;84;1405;383;16288;4746
16;1;85;1448;376;14346;4170
16;1;86;1487;328;12406;3456
16;1;87;1424;313;10506;2721
16;1;88;1271;282;8665;2254
16;1;89;1162;267;6924;1837
16;1;90;1058;221;5593;1344
16;1;91;927;213;4292;1074
16;1;92;783;146;3298;736
16;1;93;589;145;2352;595
16;1;94;454;99;1605;438
16;1;95;306;79;1155;224
16;1;96;233;47;714;194
16;1;97;177;42;468;126
16;1;98;113;28;302;84
16;1;99;78;20;215;23
16;1;100;106;45;238;74
16;6;35;5;17;10758;49473
16;6;36;7;14;11888;51617
16;6;37;7;14;11674;54961
16;6;38;3;16;11968;57333
16;6;39;11;22;11927;58854
16;6;40;9;26;12091;59115
16;6;41;16;30;12469;58497
16;6;42;15;24;13092;57414
16;6;43;11;38;13351;56448
16;6;44;24;50;14785;54472
16;6;45;36;47;15121;53542
16;6;46;26;46;16285;51789
16;6;47;28;59;16644;51319
16;6;48;27;57;17583;50761
16;6;49;34;61;18670;50435
16;6;50;54;62;19031;50654
16;6;51;41;83;19579;50098
16;6;52;58;74;20577;48456
16;6;53;66;102;21056;47042
16;6;54;80;96;22629;44759
16;6;55;76;117;24090;42851
16;6;56;95;96;25607;40744
16;6;57;115;88;27032;38167
16;6;58;108;81;28066;35311
16;6;59;120;98;28566;32728
16;6;60;140;101;29824;29385
16;6;61;129;112;30960;26625
16;6;62;139;82;31710;24448
16;6;63;152;81;32500;22544
16;6;64;144;82;33507;20999
16;6;65;175;78;34826;19536
16;6;66;220;75;36502;17746
16;6;67;235;95;37581;16188
16;6;68;250;74;39174;14052
16;6;69;262;74;39092;13105
16;6;70;289;86;39118;11765
16;6;71;294;88;38401;10572
16;6;72;327;71;36369;9390
16;6;73;329;94;34863;8167
16;6;74;333;73;32675;7458
16;6;75;402;91;30928;6416
16;6;76;450;63;31038;5374
16;6;77;500;72;31113;5337
16;6;78;660;80;32318;5201
16;6;79;723;113;34026;5224
16;6;80;868;127;35342;4865
16;6;81;1048;120;35169;4606
16;6;82;1192;144;34220;4364
16;6;83;1361;146;32975;4097
16;6;84;1523;169;31053;3706
16;6;85;1691;178;28657;3383
16;6;86;1779;188;26452;2838
16;6;87;1921;193;23632;2720
16;6;88;1958;206;20957;2487
16;6;89;1981;202;18267;2203
16;6;90;1999;201;15740;1758
16;6;91;1863;197;13124;1481
16;6;92;1788;172;10805;1093
16;6;93;1606;151;8506;852
16;6;94;1366;126;6357;706
16;6;95;1111;106;4717;445
16;6;96;922;89;3388;351
16;6;97;730;77;2375;241
16;6;98;483;59;1620;213
16;6;99;418;43;1138;134
16;6;100;816;75;1706;169
17;1;35;4;5;3760;5673
17;1;36;1;3;4002;5982
17;1;37;4;4;4127;6270
17;1;38;2;5;4135;6681
17;1;39;7;6;3953;7040
17;1;40;4;8;4103;6910
17;1;41;8;5;4104;6818
17;1;42;7;2;4177;6532
17;1;43;8;4;4276;6201
17;1;44;6;4;4208;6207
17;1;45;7;5;4257;6062
17;1;46;7;6;4554;5617
17;1;47;17;8;4193;5767
17;1;48;14;11;4251;5454
17;1;49;13;11;4278;5324
17;1;50;20;10;4472;5106
17;1;51;17;16;4391;5061
17;1;52;13;10;4390;5001
17;1;53;19;14;4571;4796
17;1;54;20;20;4366;4994
17;1;55;23;26;4357;4836
17;1;56;32;12;4440;4619
17;1;57;32;28;4247;4598
17;1;58;32;21;4036;4417
17;1;59;41;25;4146;3934
17;1;60;32;21;3973;3795
17;1;61;45;20;4032;3396
17;1;62;34;22;4109;3038
17;1;63;41;21;4084;2873
17;1;64;48;19;3927;2869
17;1;65;37;12;4078;2646
17;1;66;55;20;4291;2363
17;1;67;52;22;4181;2298
17;1;68;70;29;4142;2131
17;1;69;60;32;4092;1943
17;1;70;80;29;3929;1884
17;1;71;80;23;3955;1678
17;1;72;84;28;3719;1623
17;1;73;80;27;3677;1439
17;1;74;66;32;3530;1228
17;1;75;95;19;3185;1071
17;1;76;93;27;2947;945
17;1;77;103;34;2851;846
17;1;78;130;26;3018;714
17;1;79;161;33;3100;775
17;1;80;171;40;3270;708
17;1;81;181;33;3224;700
17;1;82;180;46;3132;594
17;1;83;202;36;2832;639
17;1;84;228;42;2771;425
17;1;85;230;35;2471;372
17;1;86;252;28;2148;286
17;1;87;188;37;1844;279
17;1;88;226;27;1561;257
17;1;89;201;37;1326;200
17;1;90;194;30;1100;171
17;1;91;174;34;864;152
17;1;92;147;24;696;107
17;1;93;114;18;508;90
17;1;94;99;15;372;46
17;1;95;67;13;248;35
17;1;96;32;7;171;22
17;1;97;33;4;129;21
17;1;98;31;6;89;13
17;1;99;14;3;58;8
17;1;100;34;6;81;15
17;6;35;0;1;2496;6710
17;6;36;1;2;2732;6938
17;6;37;2;0;2922;7221
17;6;38;0;2;2880;7503
17;6;39;1;2;2778;7649
17;6;40;4;5;2584;7747
17;6;41;1;2;2710;7400
17;6;42;2;2;2694;7300
17;6;43;0;6;2844;7053
17;6;44;1;1;2887;6837
17;6;45;6;10;3111;6569
17;6;46;4;3;3116;6564
17;6;47;3;6;3343;6334
17;6;48;7;5;3449;6218
17;6;49;4;5;3644;6009
17;6;50;12;6;3654;5899
17;6;51;2;11;3663;5703
17;6;52;6;8;3766;5499
17;6;53;9;14;3608;5553
17;6;54;7;9;3959;5128
17;6;55;13;11;3965;5065
17;6;56;9;12;4029;4845
17;6;57;12;11;4369;4313
17;6;58;20;12;4425;3984
17;6;59;14;6;4078;3945
17;6;60;11;6;4380;3287
17;6;61;13;5;4284;3081
17;6;62;24;11;4383;2715
17;6;63;24;6;4285;2544
17;6;64;24;15;4390;2258
17;6;65;20;3;4618;1983
17;6;66;27;5;4658;1913
17;6;67;22;8;4749;1846
17;6;68;33;7;4968;1593
17;6;69;38;13;4769;1655
17;6;70;32;5;4910;1371
17;6;71;41;8;4917;1198
17;6;72;38;8;4741;1072
17;6;73;50;12;4588;1023
17;6;74;52;9;4212;1068
17;6;75;50;17;4017;837
17;6;76;52;5;3951;694
17;6;77;72;10;3962;621
17;6;78;83;11;4071;702
17;6;79;88;18;4431;693
17;6;80;130;9;4682;676
17;6;81;146;12;4780;609
17;6;82;165;17;4611;612
17;6;83;203;18;4424;604
17;6;84;205;20;4335;458
17;6;85;215;15;3933;480
17;6;86;240;31;3704;342
17;6;87;252;22;3342;336
17;6;88;263;31;2934;357
17;6;89;314;27;2688;271
17;6;90;302;34;2413;175
17;6;91;262;28;1982;218
17;6;92;276;19;1745;122
17;6;93;260;30;1379;125
17;6;94;181;17;1064;104
17;6;95;185;23;826;58
17;6;96;149;20;537;60
17;6;97;101;13;383;27
17;6;98;83;9;248;21
17;6;99;45;5;158;14
17;6;100;139;12;271;24
18;1;35;2;1;1556;1235
18;1;36;2;0;1536;1272
18;1;37;4;2;1459;1340
18;1;38;2;1;1499;1324
18;1;39;1;1;1387;1446
18;1;40;2;0;1486;1351
18;1;41;1;1;1461;1374
18;1;42;2;1;1424;1373
18;1;43;2;2;1504;1235
18;1;44;8;1;1432;1267
18;1;45;3;1;1312;1333
18;1;46;11;0;1387;1188
18;1;47;7;0;1400;1161
18;1;48;6;4;1343;1218
18;1;49;5;2;1389;1231
18;1;50;2;7;1545;1098
18;1;51;13;3;1407;1176
18;1;52;11;3;1432;1071
18;1;53;7;2;1397;1016
18;1;54;2;8;1317;1058
18;1;55;13;9;1302;1058
18;1;56;10;1;1205;1121
18;1;57;6;6;1233;997
18;1;58;12;4;1014;1076
18;1;59;16;10;1011;963
18;1;60;8;11;978;870
18;1;61;7;9;836;908
18;1;62;12;7;838;785
18;1;63;8;11;790;740
18;1;64;12;8;853;605
18;1;65;16;4;757;556
18;1;66;9;4;679;539
18;1;67;20;5;660;482
18;1;68;12;6;658;424
18;1;69;9;3;699;352
18;1;70;19;4;697;305
18;1;71;19;14;604;334
18;1;72;21;8;516;336
18;1;73;22;4;505;281
18;1;74;23;6;530;227
18;1;75;19;10;483;227
18;1;76;19;10;447;219
18;1;77;30;10;416;224
18;1;78;23;4;460;141
18;1;79;32;11;382;199
18;1;80;26;2;389;152
18;1;81;30;9;341;142
18;1;82;30;9;281;139
18;1;83;27;8;263;109
18;1;84;21;10;218;111
18;1;85;22;6;186;103
18;1;86;16;12;179;63
18;1;87;21;5;138;55
18;1;88;7;5;97;54
18;1;89;8;4;72;47
18;1;90;12;7;64;36
18;1;91;8;8;64;17
18;1;92;13;2;39;19
18;1;93;4;4;42;9
18;1;94;4;2;30;10
18;1;95;4;1;22;6
18;1;96;3;2;8;13
18;1;97;0;1;10;5
18;1;98;1;0;9;0
18;1;99;0;0;6;0
18;1;100;0;0;9;0
18;6;35;0;0;1205;1260
18;6;36;1;0;1180;1320
18;6;37;0;0;1067;1458
18;6;38;0;0;1160;1373
18;6;39;2;1;1178;1374
18;6;40;0;0;1189;1341
18;6;41;1;1;1125;1359
18;6;42;1;0;1257;1142
18;6;43;3;1;1168;1171
18;6;44;2;1;1266;1070
18;6;45;1;1;1208;1085
18;6;46;1;1;1269;1030
18;6;47;3;2;1111;1177
18;6;48;4;2;1236;1002
18;6;49;2;3;1191;1097
18;6;50;5;2;1200;1133
18;6;51;2;1;1229;1091
18;6;52;4;0;1289;1045
18;6;53;6;3;1337;954
18;6;54;1;1;1263;974
18;6;55;2;4;1279;893
18;6;56;9;1;1222;893
18;6;57;2;4;1190;842
18;6;58;5;2;1275;645
18;6;59;6;2;1108;699
18;6;60;2;1;1117;569
18;6;61;5;1;1115;489
18;6;62;5;1;1064;435
18;6;63;8;0;969;414
18;6;64;7;1;935;329
18;6;65;9;2;880;307
18;6;66;9;1;854;298
18;6;67;8;2;894;248
18;6;68;8;0;892;218
18;6;69;13;1;867;222
18;6;70;9;1;895;181
18;6;71;12;0;832;211
18;6;72;16;2;811;194
18;6;73;10;0;796;181
18;6;74;9;2;766;190
18;6;75;21;3;767;145
18;6;76;22;1;751;116
18;6;77;16;2;710;116
18;6;78;24;6;699;125
18;6;79;23;0;707;100
18;6;80;48;2;730;76
18;6;81;39;1;705;78
18;6;82;45;1;613;102
18;6;83;33;1;578;83
18;6;84;46;3;507;104
18;6;85;41;3;459;87
18;6;86;42;5;402;72
18;6;87;33;2;336;60
18;6;88;25;4;297;46
18;6;89;29;2;243;26
18;6;90;31;4;194;21
18;6;91;22;2;144;21
18;6;92;17;1;109;18
18;6;93;24;2;81;18
18;6;94;17;2;59;14
18;6;95;7;1;51;6
18;6;96;14;3;37;8
18;6;97;11;1;21;6
18;6;98;6;0;13;3
18;6;99;0;2;10;2
18;6;100;2;0;22;5
19;1;35;0;0;1376;1156
19;1;36;1;0;1509;992
19;1;37;3;0;1476;1006
19;1;38;0;1;1334;1128
19;1;39;3;1;1343;1119
19;1;40;0;0;1265;1172
19;1;41;3;2;1246;1124
19;1;42;1;0;1222;1101
19;1;43;3;0;1163;1143
19;1;44;3;1;1337;980
19;1;45;1;2;1286;1087
19;1;46;2;1;1410;1008
19;1;47;9;0;1362;1079
19;1;48;3;3;1318;1095
19;1;49;3;3;1312;1094
19;1;50;6;1;1274;1125
19;1;51;4;2;1294;1113
19;1;52;11;7;1334;1058
19;1;53;8;4;1249;1128
19;1;54;3;6;1313;1011
19;1;55;9;3;1265;1031
19;1;56;7;3;1270;1011
19;1;57;13;5;1217;1009
19;1;58;6;6;1287;858
19;1;59;14;2;1123;890
19;1;60;7;8;1040;816
19;1;61;14;3;1001;719
19;1;62;4;7;933;664
19;1;63;7;5;843;626
19;1;64;13;6;793;555
19;1;65;12;6;689;528
19;1;66;17;5;647;439
19;1;67;13;2;616;384
19;1;68;17;3;562;380
19;1;69;14;3;553;322
19;1;70;18;4;557;268
19;1;71;16;5;499;308
19;1;72;15;7;470;274
19;1;73;17;4;461;238
19;1;74;12;6;427;230
19;1;75;19;4;387;222
19;1;76;20;6;392;194
19;1;77;23;9;390;164
19;1;78;21;6;410;122
19;1;79;25;10;379;124
19;1;80;26;6;367;96
19;1;81;21;9;310;105
19;1;82;20;7;268;96
19;1;83;25;10;256;69
19;1;84;22;10;217;82
19;1;85;21;8;188;66
19;1;86;27;9;170;42
19;1;87;16;3;144;33
19;1;88;11;6;82;66
19;1;89;21;4;99;30
19;1;90;15;5;88;10
19;1;91;10;0;52;19
19;1;92;11;1;44;11
19;1;93;9;4;22;17
19;1;94;6;2;12;6
19;1;95;3;0;13;4
19;1;96;1;0;14;3
19;1;97;0;0;9;4
19;1;98;2;1;9;4
19;1;99;0;1;8;2
19;1;100;0;0;0;0
19;6;35;0;0;1363;1192
19;6;36;2;2;1397;1180
19;6;37;0;0;1378;1135
19;6;38;0;0;1245;1191
19;6;39;4;0;1266;1102
19;6;40;2;1;1217;1116
19;6;41;0;2;1180;1111
19;6;42;0;0;1170;1091
19;6;43;0;0;1230;1006
19;6;44;2;2;1142;1107
19;6;45;0;1;1250;995
19;6;46;1;0;1296;926
19;6;47;2;0;1249;999
19;6;48;1;2;1203;1070
19;6;49;1;2;1240;1050
19;6;50;3;5;1210;1061
19;6;51;5;0;1300;880
19;6;52;3;1;1174;915
19;6;53;7;1;1212;818
19;6;54;7;4;1211;821
19;6;55;2;1;1304;721
19;6;56;5;2;1328;685
19;6;57;4;6;1201;745
19;6;58;3;2;1096;740
19;6;59;4;0;1059;648
19;6;60;2;0;1058;513
19;6;61;2;4;1072;371
19;6;62;9;2;965;359
19;6;63;4;2;879;364
19;6;64;8;3;906;272
19;6;65;6;1;823;263
19;6;66;7;0;818;211
19;6;67;6;2;714;255
19;6;68;8;1;723;203
19;6;69;8;3;739;186
19;6;70;9;1;726;178
19;6;71;6;3;724;180
19;6;72;8;3;750;134
19;6;73;17;2;641;205
19;6;74;29;0;727;93
19;6;75;20;0;657;106
19;6;76;20;2;658;97
19;6;77;28;2;668;110
19;6;78;27;4;679;102
19;6;79;22;0;711;70
19;6;80;37;4;699;54
19;6;81;34;0;561;108
19;6;82;33;4;525;66
19;6;83;35;2;482;69
19;6;84;34;6;456;75
19;6;85;47;3;465;45
19;6;86;34;1;432;40
19;6;87;50;4;366;58
19;6;88;54;1;323;22
19;6;89;27;2;232;40
19;6;90;22;0;209;13
19;6;91;27;3;149;29
19;6;92;22;2;114;16
19;6;93;18;2;93;9
19;6;94;12;2;77;12
19;6;95;14;0;64;4
19;6;96;6;1;47;4
19;6;97;8;2;31;8
19;6;98;6;0;26;0
19;6;99;7;0;20;0
19;6;100;13;2;50;0
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
